DATETIME_ID,CELL_NODE_ID,CELL_NAME,NODE_NAME,INIT_ERAB_SR,CSFB_SR,RRC_SUCC,RRC_ATT,S1_SUCC,S1_ATT,E_RAB_SUCC,E_RAB_ATT,CSFB_PREP_SUCC,CSFB_ATT,DISTRICT,PROVINCE,TTML,DVT,TVT,HOUR,DATE,VENDOR,REGION,ERAB_SR_Status,CSFB_SR_Status,ERAB_DR_Status,TRAFFIC4G,ERAB_DR,TOTAL_ERAB,ERAB_ABNORMAL,CONN_ESTAB_SUCC,CONN_ESTAB_ATT,RRC_SR,DKD4G,THP_VOL_DL,THP_VOL_UL,THP_TIME_UL,INTERRAT_HO_ATT,INTERRAT_HO_SUCC,INTERRAT_HO_SR,THP_TIME_DL,IPTHP_UL,IPTHP_DL,T_AVAIL,T_SAMPLE,INTRAFEQ_HO_SUCC,INTRAFEQ_HO_ATT,INTRAFEQ_HO_SR,VoLTE_ERAB_SUCC,VoLTE_ERAB_ATT,VoLTE_ERAB_DROP,VoLTE_ERAB_ASSIGN,VoLTE_Pkt_Lost_DL_Drop,VoLTE_Pkt_Lost_DL_Send,VoLTE_Pkt_Lost_UL_Lost,VoLTE_Pkt_Lost_UL_Transmitted,VoLTE_IntraHO_Succ,VoLTE_IntraHO_Att,VoLTE_SRVCC_HO_SUCC,VoLTE_SRVCC_HO_ATT,AVE_ERAB_NUM,MAX_ERAB_NUM,Data_VoLTE,pmHoExeAttSrvcc,pmHoPrepSuccSrvc,VoLTE_ERAB_SR,VoLTE_ERAB_DR,VoLTE_Pkt_Lost_DL_DR,VoLTE_Pkt_Lost_UL_DR,VoLTE_IntraHO_SR,VoLTE_SRVCC_HO_SR,VoLTE_SRVCC_HO_Pre_SR,VoLTE_SRVCC_HO_Pre_SUCC,VoLTE_SRVCC_HO_Pre_ATT,VoLTE_SRVCC_HO_SR_2
2022090200,1003,DNCL06M4BA,DNCL06,100,100,1830,1830,1830,1830,1725,1725,6,6,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,0,02/09/2022,NOKIA,3,1,1,1,2.59603,0.16,1820,3,1830,1830,100,100,9968486528,333749144,124779,1,1,100,246450,2674.72,40448.31,3600,3600,263,263,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090201,1003,DNCL06M4BA,DNCL06,100,NULL,1673,1673,1673,1673,1632,1632,0,0,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,1,02/09/2022,NOKIA,3,1,1,1,1.58417,0,1700,0,1673,1673,100,100,6612523648,233841632,86446,5,5,100,109358,2705.06,60466.76,3600,3600,152,152,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090202,1003,DNCL06M4BA,DNCL06,99.86,100,1562,1562,1562,1562,1456,1458,7,7,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,2,02/09/2022,NOKIA,3,1,1,1,1.44,0,1506,0,1562,1562,100,100,4482211584,221053712,95131,1,1,100,94492,2323.68,47434.83,3600,3600,126,126,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090203,1003,DNCL06M4BA,DNCL06,99.88,100,1721,1721,1721,1721,1653,1655,5,5,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,3,02/09/2022,NOKIA,3,1,1,1,1.71496,0.06,1689,1,1721,1721,100,100,6608266304,277273352,94660,0,0,0,133905,2929.15,49350.41,3600,3600,84,84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090204,1003,DNCL06M4BA,DNCL06,100,100,1565,1565,1565,1565,1513,1513,4,4,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,4,02/09/2022,NOKIA,3,1,1,1,0.60417,0.06,1559,1,1565,1565,100,100,2355215200,112539936,46290,1,1,100,54095,2431.19,43538.5,3600,3600,139,139,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090205,1003,DNCL06M4BA,DNCL06,99.95,100,1861,1861,1860,1861,1863,1863,20,20,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,5,02/09/2022,NOKIA,3,1,1,1,2.16046,0,1919,0,1861,1861,100,100,7493058816,639890472,137224,6,6,100,177134,4663.11,42301.64,3600,3600,444,445,99.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090206,1003,DNCL06M4BA,DNCL06,100,98.65,2188,2188,2189,2188,2183,2184,73,74,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,6,02/09/2022,NOKIA,3,1,1,1,4.6259,0.22,2260,5,2188,2188,100,100,19739448576,773428512,227682,7,7,100,390172,3396.97,50591.66,3600,3600,704,704,100,4,4,0,4,0,3480,1,4071,1,1,0,0,0.03,115,0.031944444,NULL,NULL,100,0,0,0.02,100,100,NULL,NULL,NULL,NULL
2022090207,1003,DNCL06M4BA,DNCL06,99.96,100,2662,2662,2662,2662,2756,2757,154,154,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,7,02/09/2022,NOKIA,3,1,1,1,7.09351,0.28,2897,8,2662,2662,100,100,27759539200,2669931680,608305,7,7,100,752822,4389.13,36873.97,3600,3600,1043,1043,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090208,1003,DNCL06M4BA,DNCL06,99.93,99.42,2872,2872,2872,2872,3042,3044,170,171,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,8,02/09/2022,NOKIA,3,1,1,1,8.09329,0.25,3145,8,2872,2872,100,100,29079391744,2725127424,721413,23,23,100,1069171,3777.49,27198.07,3600,3600,1250,1251,99.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090209,1003,DNCL06M4BA,DNCL06,100,100,3385,3385,3385,3385,3762,3762,179,179,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,9,02/09/2022,NOKIA,3,1,1,1,9.59719,0.17,4008,7,3385,3385,100,100,36742885888,2753100640,925169,10,10,100,1270008,2975.78,28931.22,3600,3600,1444,1446,99.86,7,7,0,6,0,17679,12,20462,3,3,0,0,0.17,606,0.168333333,NULL,NULL,100,0,0,0.06,100,100,NULL,NULL,NULL,NULL
2022090210,1003,DNCL06M4BA,DNCL06,99.94,100,3020,3020,3020,3020,3399,3401,161,161,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,10,02/09/2022,NOKIA,3,1,1,1,9.06968,0.14,3494,5,3020,3020,100,100,35665492992,2496865216,705779,4,4,100,1206681,3537.74,29556.69,3600,3600,1059,1060,99.91,5,5,0,5,0,4297,0,1602,1,1,0,0,0.06,170,0.047222222,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090211,1003,DNCL06M4BA,DNCL06,99.91,99.4,3060,3060,3060,3060,3285,3288,165,166,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,11,02/09/2022,NOKIA,3,1,1,1,6.42592,0.15,3439,5,3060,3060,100,100,21269814784,1989349504,571847,7,7,100,617584,3478.81,34440.36,3600,3600,956,957,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090212,1003,DNCL06M4BA,DNCL06,100,100,3154,3154,3154,3154,3524,3524,77,77,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,12,02/09/2022,NOKIA,3,1,1,1,8.41266,0.03,3573,1,3154,3154,100,100,30908450816,2806698560,657020,7,7,100,1018617,4271.86,30343.55,3600,3600,754,755,99.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090213,1003,DNCL06M4BA,DNCL06,99.97,100,2827,2827,2827,2827,3001,3002,60,60,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,13,02/09/2022,NOKIA,3,1,1,1,9.49795,0.1,3136,3,2827,2827,100,100,40235083776,1866261760,546755,9,9,100,1442789,3413.34,27887.02,3600,3600,677,677,100,2,2,0,2,0,2134,0,2550,0,0,0,0,0.02,67,0.018611111,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090214,1003,DNCL06M4BA,DNCL06,100,100,2945,2945,2945,2945,3087,3087,118,118,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,14,02/09/2022,NOKIA,3,1,1,1,8.597,0.12,3211,4,2945,2945,100,100,30498502656,10098688960,662376,5,5,100,828490,15246.16,36812.16,3600,3600,797,799,99.75,1,1,0,1,0,2096,0,2527,0,0,0,0,0.02,83,0.023055556,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090215,1003,DNCL06M4BA,DNCL06,100,100,2871,2871,2871,2871,3054,3054,122,122,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,15,02/09/2022,NOKIA,3,1,1,1,6.88709,0.06,3223,2,2871,2871,100,100,31385543680,1490739808,494760,3,3,100,915611,3013.06,34278.25,3600,3600,939,939,100,6,6,0,6,0,0,0,0,6,6,0,0,0.19,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090216,1003,DNCL06M4BA,DNCL06,99.94,100,3193,3193,3193,3193,3341,3343,151,151,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,16,02/09/2022,NOKIA,3,1,1,1,9.10052,0.23,3472,8,3193,3193,100,100,37322082816,2935661376,902623,4,2,50,1282788,3252.37,29094.51,3600,3600,1262,1263,99.92,1,1,0,2,0,588,0,1047,0,0,0,0,0.01,28,0.007777778,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090217,1003,DNCL06M4BA,DNCL06,99.91,99.38,3139,3139,3139,3139,3324,3327,161,162,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,17,02/09/2022,NOKIA,3,1,1,1,7.33988,0.17,3534,6,3139,3139,100,100,26812918272,2863488416,712664,8,8,100,792379,4018.01,33838.5,3600,3600,1416,1419,99.79,1,1,0,1,0,196,7,714,0,0,0,0,0.01,19,0.005277778,NULL,NULL,100,0,0,0.98,100,100,NULL,NULL,NULL,NULL
2022090218,1003,DNCL06M4BA,DNCL06,99.76,97.69,3201,3202,3201,3201,3404,3411,127,130,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,18,02/09/2022,NOKIA,3,1,1,1,7.34776,0.22,3591,8,3201,3202,99.97,100,26684776448,3340736384,858847,20,20,100,903799,3889.79,29525.12,3600,3600,1303,1304,99.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090219,1003,DNCL06M4BA,DNCL06,100,99.22,3248,3248,3248,3248,3495,3495,127,128,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,19,02/09/2022,NOKIA,3,1,1,1,8.70236,0.27,3719,10,3248,3248,100,100,32746744320,2973554496,839067,19,17,89.47,1067190,3543.88,30685.02,3600,3600,1349,1349,100,3,3,0,3,0,1910,0,255,0,0,0,0,0.02,66,0.018333333,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090220,1003,DNCL06M4BA,DNCL06,99.9,100,2801,2802,2801,2801,3068,3070,77,77,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,20,02/09/2022,NOKIA,3,1,1,1,6.46587,0.09,3207,3,2801,2802,99.96,100,22385867776,2426474784,658340,22,22,100,766349,3685.75,29211.06,3600,3600,1165,1166,99.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090221,1003,DNCL06M4BA,DNCL06,99.93,100,2726,2728,2726,2726,2933,2933,53,53,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,21,02/09/2022,NOKIA,3,1,1,1,7.16151,0.16,3117,5,2726,2728,99.93,100,29096676864,2544518944,706646,12,12,100,1018326,3600.84,28573.05,3600,3600,1009,1011,99.8,1,1,0,0,0,24,0,0,1,1,0,0,0,1,0.000277778,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090222,1003,DNCL06M4BA,DNCL06,100,100,2256,2256,2256,2256,2348,2348,40,40,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,22,02/09/2022,NOKIA,3,1,1,1,6.03891,0.16,2430,4,2256,2256,100,100,24046081024,871353776,329113,2,2,100,744536,2647.58,32296.73,3600,3600,723,723,100,0,0,0,0,0,941,1,855,1,1,0,0,0.01,21,0.005833333,NULL,NULL,100,0,0,0.12,100,100,NULL,NULL,NULL,NULL
2022090223,1003,DNCL06M4BA,DNCL06,99.95,100,1820,1821,1820,1820,1823,1823,14,14,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,23,02/09/2022,NOKIA,3,1,1,1,4.49162,0.05,1899,1,1820,1821,99.95,100,17721013248,899793232,226670,5,5,100,474696,3969.62,37331.29,3600,3600,413,413,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090300,1003,DNCL06M4BA,DNCL06,100,100,1701,1701,1701,1701,1664,1664,10,10,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,0,03/09/2022,NOKIA,3,1,1,1,3.19642,0.06,1708,1,1701,1701,100,100,12512033280,537234272,149648,5,5,100,239961,3589.99,52141.95,3600,3600,220,220,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090301,1003,DNCL06M4BA,DNCL06,99.87,100,1542,1543,1541,1542,1423,1423,3,3,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,1,03/09/2022,NOKIA,3,1,1,1,1.22881,0.07,1449,1,1542,1543,99.94,100,4593438784,501277520,140110,0,0,0,93739,3577.74,49002.43,3600,3600,147,147,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090302,1003,DNCL06M4BA,DNCL06,100,100,1464,1464,1465,1464,1374,1375,5,5,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,2,03/09/2022,NOKIA,3,1,1,1,3.09738,0.14,1401,2,1464,1464,100,100,13994840064,407033288,93979,0,0,0,197977,4331.11,70689.22,3600,3600,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090303,1003,DNCL06M4BA,DNCL06,100.07,100,1589,1589,1589,1589,1407,1406,4,4,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,3,03/09/2022,NOKIA,3,1,1,1,2.66671,0,1441,0,1589,1589,100,100,12493975808,372307968,121473,2,0,0,173124,3064.94,72167.79,3600,3600,89,89,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090304,1003,DNCL06M4BA,DNCL06,99.93,100,1578,1578,1578,1578,1437,1438,6,6,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,4,03/09/2022,NOKIA,3,1,1,1,1.2327,0.2,1490,3,1578,1578,100,100,5380764480,192240216,62679,3,3,100,89275,3067.06,60271.79,3600,3600,157,158,99.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090305,1003,DNCL06M4BA,DNCL06,100,100,1822,1822,1822,1822,1704,1704,49,49,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,5,03/09/2022,NOKIA,3,1,1,1,2.70601,0.06,1742,1,1822,1822,100,100,10580680064,356826520,112466,2,2,100,195172,3172.75,54212.08,3600,3600,377,378,99.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090306,1003,DNCL06M4BA,DNCL06,99.95,100,2216,2216,2216,2216,2175,2176,110,110,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,6,03/09/2022,NOKIA,3,1,1,1,4.03224,0.04,2236,1,2216,2216,100,100,18548676608,705777616,220354,19,18,94.74,362116,3202.93,51223.02,3600,3600,694,694,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090307,1003,DNCL06M4BA,DNCL06,99.97,99.44,3570,3570,3570,3570,3654,3655,177,178,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,7,03/09/2022,NOKIA,3,1,1,1,7.31316,0.11,3779,4,3570,3570,100,100,28252065280,1650413920,558683,9,9,100,760242,2954.12,37161.94,3600,3600,1172,1173,99.91,3,3,0,3,0,2186,2,1944,2,2,0,0,0.02,71,0.019722222,NULL,NULL,100,0,0,0.1,100,100,NULL,NULL,NULL,NULL
2022090308,1003,DNCL06M4BA,DNCL06,99.96,99.56,4316,4316,4316,4316,4506,4508,226,227,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,8,03/09/2022,NOKIA,3,1,1,1,11.14814,0.23,4702,11,4316,4316,100,100,44296777728,3552101440,1084617,5,5,100,1657648,3274.98,26722.67,3600,3600,1562,1563,99.94,1,1,0,1,0,388,0,0,0,0,0,0,0.02,37,0.010277778,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090309,1003,DNCL06M4BA,DNCL06,99.98,99.59,4004,4004,4004,4004,4260,4261,243,244,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,9,03/09/2022,NOKIA,3,1,1,1,11.12094,0.2,4403,9,4004,4004,100,100,46913445888,2060393792,784061,11,11,100,1719435,2627.85,27284.22,3600,3600,1356,1357,99.93,4,4,0,3,0,2927,0,1356,2,2,0,0,0.03,88,0.024444444,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090310,1003,DNCL06M4BA,DNCL06,99.92,100,3808,3811,3808,3808,4090,4090,204,204,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,10,03/09/2022,NOKIA,3,1,1,1,11.00741,0.18,4349,8,3808,3811,99.92,100,42869566464,3357816000,1024102,9,8,88.89,1571264,3278.79,27283.49,3600,3600,1282,1282,100,5,5,0,5,0,4100,3,3402,3,3,0,0,0.06,175,0.048611111,NULL,NULL,100,0,0,0.09,100,100,NULL,NULL,NULL,NULL
2022090311,1003,DNCL06M4BA,DNCL06,99.81,100,3609,3611,3609,3609,3749,3754,184,184,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,11,03/09/2022,NOKIA,3,1,1,1,7.06095,0.02,4004,1,3609,3611,99.94,100,28185381888,1904521280,624742,6,7,116.67,833526,3048.49,33814.64,3600,3600,1127,1129,99.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090312,1003,DNCL06M4BA,DNCL06,99.89,100,2656,2658,2656,2656,2714,2715,83,83,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,12,03/09/2022,NOKIA,3,1,1,1,7.48019,0,2840,0,2656,2658,99.92,100,31667134720,1569337536,500991,4,4,100,1173384,3132.47,26987.87,3600,3600,855,855,100,1,1,0,2,0,156,0,806,0,0,0,0,0.01,25,0.006944444,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090313,1003,DNCL06M4BA,DNCL06,99.87,100,2365,2366,2365,2365,2361,2363,58,58,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,13,03/09/2022,NOKIA,3,1,1,1,6.28836,0.25,2441,6,2365,2366,99.96,100,24539545344,1368161216,527799,3,3,100,785467,2592.2,31241.98,3600,3600,818,819,99.88,2,2,0,2,0,2508,0,1215,0,0,0,0,0.02,64,0.017777778,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090314,1003,DNCL06M4BA,DNCL06,100,100,2795,2795,2795,2795,2840,2840,135,135,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,14,03/09/2022,NOKIA,3,1,1,1,9.38953,0.2,2968,6,2795,2795,100,100,41014243328,1998058240,718429,5,5,100,1344463,2781.15,30506.04,3600,3600,842,843,99.88,1,1,0,1,0,435,0,543,0,0,0,0,0.01,18,0.005,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090315,1003,DNCL06M4BA,DNCL06,99.88,99.36,3211,3212,3210,3211,3234,3236,155,156,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,15,03/09/2022,NOKIA,3,1,1,1,8.20732,0.15,3395,5,3211,3212,99.97,100,33460253184,2217192448,687998,8,8,100,1167736,3222.67,28653.95,3600,3600,1171,1172,99.91,4,4,0,4,1,1718,1,1866,2,2,0,0,0.03,63,0.0175,NULL,NULL,100,0,0.06,0.05,100,100,NULL,NULL,NULL,NULL
2022090316,1003,DNCL06M4BA,DNCL06,99.94,100,3138,3138,3139,3138,3165,3168,174,174,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,16,03/09/2022,NOKIA,3,1,1,1,6.69311,0.12,3253,4,3138,3138,100,100,27211741696,1605269424,594516,13,12,92.31,1029984,2700.13,26419.58,3600,3600,1408,1410,99.86,6,6,0,5,0,2837,0,2751,4,4,0,0,0.04,114,0.031666667,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090317,1003,DNCL06M4BA,DNCL06,99.9,99.26,3723,3724,3723,3723,3922,3925,134,135,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,17,03/09/2022,NOKIA,3,1,1,1,6.83922,0.22,4128,9,3723,3724,99.97,100,27041526784,1995801856,636368,8,8,100,857857,3136.24,31522.18,3600,3600,1596,1597,99.94,1,1,0,1,0,906,0,1088,1,1,0,0,0.02,29,0.008055556,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090318,1003,DNCL06M4BA,DNCL06,99.9,99.25,3890,3892,3890,3890,4135,4137,133,134,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,18,03/09/2022,NOKIA,3,1,1,1,8.02346,0.16,4313,7,3890,3892,99.95,100,29958206976,2666369824,776586,10,10,100,962591,3433.45,31122.47,3600,3600,1445,1447,99.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090319,1003,DNCL06M4BA,DNCL06,99.94,100,3296,3296,3296,3296,3513,3515,112,112,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,19,03/09/2022,NOKIA,3,1,1,1,8.78615,0.22,3674,8,3296,3296,100,100,35793538048,1471687136,529859,12,11,91.67,1106403,2777.51,32351.27,3600,3600,1227,1227,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090320,1003,DNCL06M4BA,DNCL06,99.94,100,2940,2940,2940,2940,3123,3125,135,135,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,20,03/09/2022,NOKIA,3,1,1,1,8.29282,0.21,3293,7,2940,2940,100,100,33318685696,1934753920,657095,6,6,100,1003971,2944.41,33186.9,3600,3600,1068,1071,99.72,2,2,0,2,8,1184,0,671,1,1,0,0,0.01,33,0.009166667,NULL,NULL,100,0,0.68,0,100,100,NULL,NULL,NULL,NULL
2022090321,1003,DNCL06M4BA,DNCL06,100,98.41,2324,2324,2324,2324,2448,2448,62,63,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,21,03/09/2022,NOKIA,3,1,1,1,9.29691,0.31,2567,8,2324,2324,100,100,34000660480,2389182560,805162,10,10,100,1146754,2967.33,29649.48,3600,3600,946,946,100,0,0,0,0,0,0,9,737,1,1,0,0,0,16,0.004444444,NULL,NULL,100,0,0,1.22,100,100,NULL,NULL,NULL,NULL
2022090322,1003,DNCL06M4BA,DNCL06,99.91,100,2109,2109,2109,2109,2208,2210,40,40,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,22,03/09/2022,NOKIA,3,1,1,1,7.88995,0.13,2308,3,2109,2109,100,100,27277121536,2319091008,646741,12,12,100,787735,3585.81,34627.28,3600,3600,664,666,99.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090323,1003,DNCL06M4BA,DNCL06,99.78,100,1836,1836,1832,1836,1811,1811,23,23,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,23,03/09/2022,NOKIA,3,1,1,1,5.17271,0.1,1924,2,1836,1836,100,100,19605063168,752395152,267892,2,2,100,630454,2808.58,31096.74,3600,3600,323,324,99.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090400,1003,DNCL06M4BA,DNCL06,99.94,100,1706,1706,1706,1706,1644,1645,1,1,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,0,04/09/2022,NOKIA,3,1,1,1,2.50696,0,1728,0,1706,1706,100,100,8885952640,348783632,92809,0,0,0,172904,3758.08,51392.41,3600,3600,155,155,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090401,1003,DNCL06M4BA,DNCL06,100,100,1713,1713,1713,1713,1642,1642,6,6,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,1,04/09/2022,NOKIA,3,1,1,1,1.56986,0,1699,0,1713,1713,100,100,5182054336,387135096,189847,1,1,100,125719,2039.2,41219.34,3600,3600,141,141,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
2022090402,1003,DNCL06M4BA,DNCL06,100,100,1487,1487,1487,1487,1431,1431,3,3,Cam Le,Da Nang,Mien Trung,DVT Da Nang,TVT Da Nang,2,04/09/2022,NOKIA,3,1,1,1,0.8845,0.07,1481,1,1487,1487,100,100,2748032896,127088576,45976,0,0,0,60813,2764.24,45188.25,3600,3600,106,106,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,100,0,0,0,100,100,NULL,NULL,NULL,NULL
