DATETIME_ID,INIT_ERAB_SR,CSFB_SR,TRAFFIC4G,ERAB_DR,TTML,DATE,HOUR,ERAB_SR_Status,CSFB_SR_Status,ERAB_DR_Status,ENODEBS,INTRAFEQ_HO_SR,AVE_ERAB_NUM,MAX_ERAB_NUM,Data_VoLTE,VoLTE_ERAB_SR,VoLTE_ERAB_DR,VoLTE_Pkt_Lost_DL_DR,VoLTE_Pkt_Lost_UL_DR,VoLTE_IntraHO_SR,VoLTE_SRVCC_HO_SR,VoLTE_SRVCC_HO_Pre_SR,VoLTE_SRVCC_HO_Pre_SUCC,VoLTE_SRVCC_HO_Pre_ATT,VoLTE_SRVCC_HO_SR_2
2022060100,99.93,99.86,20271,0.08,Mien Trung,01/06/2022,0,1,1,1,6242,98.83,NULL,NULL,0.665833333,100,0,0.01,0.04,93.33,100,NULL,NULL,NULL,NULL
2022060101,99.95,100.04,12370.9,0.07,Mien Trung,01/06/2022,1,1,1,1,6219,98.85,NULL,NULL,0.556944444,100,0,0,0.06,100,100,NULL,NULL,NULL,NULL
2022060102,99.94,99.87,8802.8,0.07,Mien Trung,01/06/2022,2,1,1,1,6237,98.98,NULL,NULL,0.311111111,100,3.23,0,0.02,100,0,NULL,NULL,NULL,NULL
2022060103,99.94,99.93,7432.5,0.07,Mien Trung,01/06/2022,3,1,1,1,6237,98.98,NULL,NULL,0.375833333,100,0,0,0.02,100,100,NULL,NULL,NULL,NULL
2022060104,99.95,99.93,9067.6,0.07,Mien Trung,01/06/2022,4,1,1,1,6222,98.99,NULL,NULL,0.920833333,100,0,0.01,0.02,100,100,NULL,NULL,NULL,NULL
2022060105,99.86,99.94,20396.2,0.11,Mien Trung,01/06/2022,5,1,1,1,6235,99.03,NULL,NULL,2.266666667,98.43,0.8,0.01,0.02,100,0,NULL,NULL,NULL,NULL
2022060106,99.78,99.93,36687,0.16,Mien Trung,01/06/2022,6,1,1,1,6242,99.1,NULL,NULL,6.354166667,98.29,0,0.01,0.05,97.62,100,NULL,NULL,NULL,NULL
2022060107,99.86,99.92,43824,0.19,Mien Trung,01/06/2022,7,1,1,1,6227,99.06,NULL,NULL,12.54416667,99.54,0.47,0.02,0.06,98.83,0,NULL,NULL,NULL,NULL
2022060108,99.92,99.92,48470.7,0.22,Mien Trung,01/06/2022,8,1,1,1,6224,99.01,NULL,NULL,18.35333333,98.47,0.55,0.02,0.08,99.85,0,NULL,NULL,NULL,NULL
2022060109,99.93,99.91,54737.4,0.24,Mien Trung,01/06/2022,9,1,1,1,6227,98.98,NULL,NULL,23.00083333,98.59,0.59,0.03,0.08,99.09,0,NULL,NULL,NULL,NULL
2022060110,99.86,99.92,54497.8,0.25,Mien Trung,01/06/2022,10,1,1,1,6227,98.94,NULL,NULL,20.88638889,98.74,0.82,0.02,0.1,98.53,0,NULL,NULL,NULL,NULL
2022060111,99.91,99.92,62631.3,0.23,Mien Trung,01/06/2022,11,1,1,1,6228,98.91,NULL,NULL,19.62944444,98.58,0.39,0.04,0.08,99.65,0,NULL,NULL,NULL,NULL
2022060112,99.93,99.91,67505.6,0.19,Mien Trung,01/06/2022,12,1,1,1,6233,98.86,NULL,NULL,9.965555556,97.56,0.25,0.08,0.05,99.38,0,NULL,NULL,NULL,NULL
2022060113,99.87,99.93,55635.8,0.19,Mien Trung,01/06/2022,13,1,1,1,6256,98.92,NULL,NULL,10.07083333,99.16,1.68,0.04,0.06,99.17,0,NULL,NULL,NULL,NULL
2022060114,99.89,99.92,52004.6,0.21,Mien Trung,01/06/2022,14,1,1,1,6234,98.93,NULL,NULL,15.01027778,97.19,0.41,0.03,0.07,98.84,0,NULL,NULL,NULL,NULL
2022060115,99.85,99.92,49514.5,0.23,Mien Trung,01/06/2022,15,1,1,1,6227,98.96,NULL,NULL,19.62833333,97.03,0.2,0.02,0.05,99.84,0,NULL,NULL,NULL,NULL
2022060116,99.89,99.92,52280,0.22,Mien Trung,01/06/2022,16,1,1,1,6231,99,NULL,NULL,21.39861111,99.46,0.91,0.04,0.06,98.61,0,NULL,NULL,NULL,NULL
2022060117,99.66,99.91,52917.7,0.22,Mien Trung,01/06/2022,17,1,1,1,6252,99,NULL,NULL,19.22611111,99.23,0.71,0.04,0.07,99.66,0,NULL,NULL,NULL,NULL
2022060118,99.78,99.91,64029.9,0.2,Mien Trung,01/06/2022,18,1,1,1,6233,98.96,NULL,NULL,15.94472222,98.92,0.48,0.02,0.06,98.25,0,NULL,NULL,NULL,NULL
2022060119,99.75,99.92,77773.5,0.21,Mien Trung,01/06/2022,19,1,1,1,6250,98.93,NULL,NULL,14.71194444,98.87,0.26,0.03,0.1,99.63,0,NULL,NULL,NULL,NULL
2022060120,99.92,99.91,85336.6,0.2,Mien Trung,01/06/2022,20,1,1,1,6228,98.79,NULL,NULL,12.87055556,99.35,1.03,0.07,0.07,100,0,NULL,NULL,NULL,NULL
2022060121,99.93,99.92,77319.6,0.17,Mien Trung,01/06/2022,21,1,1,1,6246,98.81,NULL,NULL,8.084444444,98.52,0.56,0.03,0.21,97.46,0,NULL,NULL,NULL,NULL
2022060122,99.94,99.9,57866.1,0.12,Mien Trung,01/06/2022,22,1,1,1,6230,98.83,NULL,NULL,4.332222222,95.48,0.29,0.03,0.09,100,0,NULL,NULL,NULL,NULL
2022060123,99.81,99.92,34389.9,0.1,Mien Trung,01/06/2022,23,1,1,1,6073,98.79,NULL,NULL,1.715,97.83,0.74,0.01,0.09,100,0,NULL,NULL,NULL,NULL
2022060200,99.75,99.89,20655.1,0.08,Mien Trung,02/06/2022,0,1,1,1,6239,98.72,NULL,NULL,0.958333333,93.33,0.88,0.01,0.07,98.59,0,NULL,NULL,NULL,NULL
2022060201,99.74,99.88,12644.9,0.07,Mien Trung,02/06/2022,1,1,1,1,6228,98.7,NULL,NULL,0.408888889,92.59,0,0,0.06,100,100,NULL,NULL,NULL,NULL
2022060202,99.65,99.9,9656.5,0.07,Mien Trung,02/06/2022,2,1,1,1,6238,98.64,NULL,NULL,0.463333333,90.16,6.78,0,0.07,100,0,NULL,NULL,NULL,NULL
2022060203,99.72,99.89,7850.3,0.07,Mien Trung,02/06/2022,3,1,1,1,6235,98.69,NULL,NULL,0.505555556,84.13,0,0.02,0.05,100,100,NULL,NULL,NULL,NULL
2022060204,99.64,99.94,9737.3,0.08,Mien Trung,02/06/2022,4,1,1,1,6238,98.77,NULL,NULL,0.834722222,79.2,1,0.1,0.03,100,100,NULL,NULL,NULL,NULL
2022060205,99.25,99.94,20737.7,0.12,Mien Trung,02/06/2022,5,1,1,1,6227,98.9,NULL,NULL,2.336388889,99.26,1.54,0.15,0.12,96.3,0,NULL,NULL,NULL,NULL
2022060206,99.54,99.93,37743.6,0.17,Mien Trung,02/06/2022,6,1,1,1,6237,99.05,NULL,NULL,7.441944444,98.13,0.44,0.03,0.05,99.19,0,NULL,NULL,NULL,NULL
2022060207,99.84,99.93,44402.2,0.2,Mien Trung,02/06/2022,7,1,1,1,6216,99.04,NULL,NULL,13.52277778,99.11,0.27,0.04,0.08,98.31,0,NULL,NULL,NULL,NULL
2022060208,99.8,99.92,49251.2,0.23,Mien Trung,02/06/2022,8,1,1,1,6212,98.98,NULL,NULL,19.98555556,98.8,0.43,0.02,0.23,99.73,0,NULL,NULL,NULL,NULL
2022060209,99.84,99.92,54998,0.24,Mien Trung,02/06/2022,9,1,1,1,6223,98.95,NULL,NULL,22.31805556,98.8,0.82,0.04,0.09,99.22,0,NULL,NULL,NULL,NULL
2022060210,99.86,99.92,56572.2,0.24,Mien Trung,02/06/2022,10,1,1,1,6234,98.92,NULL,NULL,23.59972222,98.05,0.66,0.05,0.08,98.53,0,NULL,NULL,NULL,NULL
2022060211,99.91,99.91,61674.3,0.24,Mien Trung,02/06/2022,11,1,1,1,6230,98.92,NULL,NULL,17.00444444,98.2,0.87,0.07,2.14,99.7,0,NULL,NULL,NULL,NULL
2022060212,99.87,99.92,68064.6,0.2,Mien Trung,02/06/2022,12,1,1,1,6238,98.82,NULL,NULL,9.587222222,98.48,0.33,0.02,0.05,97.77,0,NULL,NULL,NULL,NULL
2022060213,99.9,99.92,57304.8,0.19,Mien Trung,02/06/2022,13,1,1,1,6229,98.93,NULL,NULL,11.50805556,98.29,0.25,0.03,0.07,99.24,0,NULL,NULL,NULL,NULL
2022060214,99.92,99.93,48965.9,0.22,Mien Trung,02/06/2022,14,1,1,1,6197,98.91,NULL,NULL,18.02138889,97.91,0.3,0.01,0.06,99.43,0,NULL,NULL,NULL,NULL
2022060215,99.92,99.92,53256.8,0.23,Mien Trung,02/06/2022,15,1,1,1,6204,98.97,NULL,NULL,18.95,98.07,0.94,0.03,0.07,97.72,0,NULL,NULL,NULL,NULL
2022060216,99.93,99.92,51894.7,0.22,Mien Trung,02/06/2022,16,1,1,1,6234,99,NULL,NULL,20.8825,98.37,0.7,0.06,0.06,97.05,0,NULL,NULL,NULL,NULL
2022060217,99.92,99.92,53552.9,0.21,Mien Trung,02/06/2022,17,1,1,1,6234,99.02,NULL,NULL,20.96805556,99.06,0.51,0.04,0.09,99.26,0,NULL,NULL,NULL,NULL
2022060218,99.94,99.92,62858.5,0.2,Mien Trung,02/06/2022,18,1,1,1,6238,99.01,NULL,NULL,15.70777778,98.89,0.77,0.02,0.06,99.7,0,NULL,NULL,NULL,NULL
2022060219,99.94,99.92,74646.2,0.2,Mien Trung,02/06/2022,19,1,1,1,6247,98.99,NULL,NULL,16.04083333,97.8,0.65,0.03,0.07,99.64,0,NULL,NULL,NULL,NULL
2022060220,99.83,99.92,82091.7,0.19,Mien Trung,02/06/2022,20,1,1,1,6234,98.91,NULL,NULL,11.26333333,97.66,1.05,0.01,0.06,99.58,0,NULL,NULL,NULL,NULL
2022060221,99.92,99.91,78752.6,0.17,Mien Trung,02/06/2022,21,1,1,1,6237,98.89,NULL,NULL,8.738888889,96.62,0.78,0.05,0.13,99.48,0,NULL,NULL,NULL,NULL
2022060222,99.92,99.9,62276.3,0.14,Mien Trung,02/06/2022,22,1,1,1,6231,98.86,NULL,NULL,3.941111111,96.98,0,0.04,0.11,98.73,100,NULL,NULL,NULL,NULL
2022060223,99.86,99.91,41313.6,0.11,Mien Trung,02/06/2022,23,1,1,1,6082,98.8,NULL,NULL,1.836666667,100,1.39,0.01,0.05,98.89,100,NULL,NULL,NULL,NULL
2022060300,99.81,99.85,23636.5,0.08,Mien Trung,03/06/2022,0,1,1,1,6215,98.79,NULL,NULL,1.010277778,100,1.89,0.02,0.03,100,0,NULL,NULL,NULL,NULL
2022060301,99.68,99.88,13441.2,0.07,Mien Trung,03/06/2022,1,1,1,1,6232,98.81,NULL,NULL,0.398611111,95.92,0,0.17,0.03,96.67,100,NULL,NULL,NULL,NULL
2022060302,99.69,99.94,9439.1,0.08,Mien Trung,03/06/2022,2,1,1,1,6218,98.74,NULL,NULL,0.831944444,100,0,0,0.04,100,100,NULL,NULL,NULL,NULL
2022060303,99.71,99.91,7849,0.08,Mien Trung,03/06/2022,3,1,1,1,6236,98.7,NULL,NULL,0.423888889,100,3.33,0,0.04,100,0,NULL,NULL,NULL,NULL
2022060304,99.62,99.94,9690.7,0.08,Mien Trung,03/06/2022,4,1,1,1,6235,98.91,NULL,NULL,0.741666667,100,0,0.01,0.02,100,100,NULL,NULL,NULL,NULL
2022060305,99.72,99.94,21968.8,0.12,Mien Trung,03/06/2022,5,1,1,1,6231,99.02,NULL,NULL,2.025,98.69,1.35,0.01,0.03,98.21,0,NULL,NULL,NULL,NULL
2022060306,99.54,99.94,37612.4,0.17,Mien Trung,03/06/2022,6,1,1,1,6240,99.06,NULL,NULL,5.951388889,99.25,0.97,0.01,0.05,98.25,0,NULL,NULL,NULL,NULL
2022060307,99.91,99.93,45663.4,0.2,Mien Trung,03/06/2022,7,1,1,1,6239,99.07,NULL,NULL,13.68611111,97.52,0.44,0.03,0.05,98.72,0,NULL,NULL,NULL,NULL
2022060308,99.92,99.92,50891.8,0.23,Mien Trung,03/06/2022,8,1,1,1,6236,99.02,NULL,NULL,18.23638889,97.74,0.26,0.02,0.09,99.1,0,NULL,NULL,NULL,NULL
2022060309,99.9,99.92,55392.4,0.24,Mien Trung,03/06/2022,9,1,1,1,6238,98.97,NULL,NULL,23.26583333,99.3,0.35,0.02,0.07,99.61,0,NULL,NULL,NULL,NULL
2022060310,99.91,99.92,57741.7,0.25,Mien Trung,03/06/2022,10,1,1,1,6238,98.95,NULL,NULL,20.295,99.35,0.41,0.02,0.05,99.19,0,NULL,NULL,NULL,NULL
2022060311,99.89,99.92,60009.9,0.24,Mien Trung,03/06/2022,11,1,1,1,6240,98.93,NULL,NULL,17.09611111,98.18,0.93,0.05,0.12,99.23,0,NULL,NULL,NULL,NULL
2022060312,99.92,99.92,67379,0.2,Mien Trung,03/06/2022,12,1,1,1,6236,98.9,NULL,NULL,7.742222222,98.72,0.28,0.04,3.27,98.42,100,NULL,NULL,NULL,NULL
2022060313,99.91,99.93,56465.5,0.19,Mien Trung,03/06/2022,13,1,1,1,6232,98.9,NULL,NULL,7.442777778,99.19,0.99,0.19,0.11,97.48,0,NULL,NULL,NULL,NULL
2022060314,99.92,99.92,56267.5,0.22,Mien Trung,03/06/2022,14,1,1,1,6242,98.94,NULL,NULL,14.09694444,98.44,1,0.02,0.07,99.55,0,NULL,NULL,NULL,NULL
2022060315,99.92,99.93,51795.8,0.23,Mien Trung,03/06/2022,15,1,1,1,6223,98.93,NULL,NULL,20.97305556,97.65,0.55,0.02,0.04,99.11,0,NULL,NULL,NULL,NULL
2022060316,99.92,99.92,54387.4,0.23,Mien Trung,03/06/2022,16,1,1,1,6215,98.98,NULL,NULL,17.90777778,98.69,0.9,0.01,0.11,98.2,0,NULL,NULL,NULL,NULL
2022060317,99.92,99.92,55614.1,0.22,Mien Trung,03/06/2022,17,1,1,1,6213,99.03,NULL,NULL,17.07305556,99.21,1.07,0.06,0.49,98.17,0,NULL,NULL,NULL,NULL
2022060318,99.93,99.93,59178.2,0.21,Mien Trung,03/06/2022,18,1,1,1,6223,98.98,NULL,NULL,15.52277778,98.59,0.56,0.09,0.07,98.68,0,NULL,NULL,NULL,NULL
2022060319,99.93,99.91,72326.6,0.2,Mien Trung,03/06/2022,19,1,1,1,6225,98.96,NULL,NULL,16.43277778,95.97,0.26,0.03,0.11,98.95,0,NULL,NULL,NULL,NULL
2022060320,99.93,99.92,83748.7,0.19,Mien Trung,03/06/2022,20,1,1,1,6232,98.89,NULL,NULL,12.45111111,98.04,1.2,0.15,0.08,96.21,0,NULL,NULL,NULL,NULL
2022060321,99.9,99.91,76049.7,0.18,Mien Trung,03/06/2022,21,1,1,1,6224,98.81,NULL,NULL,6.423611111,99.81,0.39,0.03,0.11,99.6,0,NULL,NULL,NULL,NULL
2022060322,99.93,99.89,59469.4,0.13,Mien Trung,03/06/2022,22,1,1,1,6236,98.85,NULL,NULL,3.411388889,96.77,0,0.02,0.07,98.75,100,NULL,NULL,NULL,NULL
2022060323,99.93,99.91,36464.1,0.1,Mien Trung,03/06/2022,23,1,1,1,6079,98.84,NULL,NULL,1.103888889,100,0,0.06,0.07,98.81,100,NULL,NULL,NULL,NULL
2022060400,99.88,99.91,21206,0.08,Mien Trung,04/06/2022,0,1,1,1,6236,98.72,NULL,NULL,0.696944444,100,0,0,0.05,100,100,NULL,NULL,NULL,NULL
2022060401,99.7,99.95,12512.4,0.08,Mien Trung,04/06/2022,1,1,1,1,6232,98.75,NULL,NULL,0.213333333,100,0,0.6,0.01,100,100,NULL,NULL,NULL,NULL
2022060402,99.74,99.94,9668.7,0.07,Mien Trung,04/06/2022,2,1,1,1,6231,98.75,NULL,NULL,0.376111111,93.62,0,0.01,0.03,100,100,NULL,NULL,NULL,NULL
2022060403,99.73,99.92,7737.1,0.08,Mien Trung,04/06/2022,3,1,1,1,6234,98.76,NULL,NULL,0.471111111,100,0,0.01,0.03,100,100,NULL,NULL,NULL,NULL
2022060404,99.84,99.93,9257.5,0.08,Mien Trung,04/06/2022,4,1,1,1,6228,98.71,NULL,NULL,0.522222222,100,0,0.01,0.21,100,100,NULL,NULL,NULL,NULL
2022060405,99.82,99.94,21228.7,0.12,Mien Trung,04/06/2022,5,1,1,1,6228,98.99,NULL,NULL,2.341111111,98.31,0,0.01,0.06,99.08,100,NULL,NULL,NULL,NULL
2022060406,99.34,99.93,37668.1,0.17,Mien Trung,04/06/2022,6,1,1,1,6219,99.08,NULL,NULL,6.992777778,97.06,1.5,0.05,0.08,98.62,0,NULL,NULL,NULL,NULL
2022060407,99.84,99.93,45173.9,0.2,Mien Trung,04/06/2022,7,1,1,1,6231,99.02,NULL,NULL,11.52,98.64,0.4,0.03,0.07,99.63,0,NULL,NULL,NULL,NULL
2022060408,99.82,99.93,52491.4,0.23,Mien Trung,04/06/2022,8,1,1,1,6230,99.01,NULL,NULL,18.48305556,98.85,0.18,0.04,0.1,98.92,0,NULL,NULL,NULL,NULL
2022060409,99.82,99.92,56748.8,0.25,Mien Trung,04/06/2022,9,1,1,1,6225,98.97,NULL,NULL,20.79583333,98.67,0.65,0.05,0.15,99.18,0,NULL,NULL,NULL,NULL
2022060410,99.85,99.92,59128.7,0.24,Mien Trung,04/06/2022,10,1,1,1,6236,98.94,NULL,NULL,17.41111111,97.32,1.27,0.03,0.08,97.61,0,NULL,NULL,NULL,NULL
2022060411,99.81,99.92,64444.3,0.24,Mien Trung,04/06/2022,11,1,1,1,6239,98.91,NULL,NULL,16.89555556,97.74,0.99,0.04,0.09,98.32,0,NULL,NULL,NULL,NULL
2022060412,99.87,99.92,69620.8,0.2,Mien Trung,04/06/2022,12,1,1,1,6225,98.83,NULL,NULL,10.28722222,95.43,0.75,0.02,0.04,95.81,0,NULL,NULL,NULL,NULL
2022060413,99.89,99.93,60858.9,0.19,Mien Trung,04/06/2022,13,1,1,1,6232,98.89,NULL,NULL,9.611111111,97.13,0.13,0.03,0.06,98.05,0,NULL,NULL,NULL,NULL
2022060414,99.87,99.92,54380.9,0.21,Mien Trung,04/06/2022,14,1,1,1,6225,98.9,NULL,NULL,15.80694444,96.26,0,0.03,0.05,99.06,0,NULL,NULL,NULL,NULL
2022060415,99.92,99.93,55979.8,0.22,Mien Trung,04/06/2022,15,1,1,1,6227,98.9,NULL,NULL,16.28444444,96.43,0.17,0.02,0.06,99.13,0,NULL,NULL,NULL,NULL
2022060416,99.9,99.91,51781.4,0.22,Mien Trung,04/06/2022,16,1,1,1,6234,98.93,NULL,NULL,17.01694444,99.31,0.63,0.03,0.06,99.84,0,NULL,NULL,NULL,NULL
2022060417,99.89,99.92,54123.4,0.21,Mien Trung,04/06/2022,17,1,1,1,6227,98.96,NULL,NULL,17.03666667,98.51,0.79,0.03,2.3,98.41,0,NULL,NULL,NULL,NULL
2022060418,99.81,99.91,59217.6,0.21,Mien Trung,04/06/2022,18,1,1,1,6229,98.89,NULL,NULL,15.18833333,98.79,0.08,0.03,0.08,98.39,100,NULL,NULL,NULL,NULL
2022060419,99.48,99.91,76238.7,0.21,Mien Trung,04/06/2022,19,1,1,1,6240,98.89,NULL,NULL,13.965,98.38,0.34,0.03,0.06,99.07,0,NULL,NULL,NULL,NULL
2022060420,99.85,99.92,80161.4,0.21,Mien Trung,04/06/2022,20,1,1,1,6236,98.74,NULL,NULL,12.41555556,98.4,0.46,0.04,0.05,98.39,0,NULL,NULL,NULL,NULL
2022060421,99.61,99.9,81204.4,0.19,Mien Trung,04/06/2022,21,1,1,1,6229,98.71,NULL,NULL,8.122222222,97.12,0.93,0.03,0.07,93.99,0,NULL,NULL,NULL,NULL
2022060422,99.93,99.89,64237.9,0.15,Mien Trung,04/06/2022,22,1,1,1,6223,98.76,NULL,NULL,4.661111111,99.29,0.7,0.03,0.06,98.56,0,NULL,NULL,NULL,NULL
2022060423,99.92,99.89,39682,0.11,Mien Trung,04/06/2022,23,1,1,1,6084,98.65,NULL,NULL,1.408888889,95.83,0,0.01,0.05,98.46,100,NULL,NULL,NULL,NULL
2022060500,99.9,99.87,24740.9,0.09,Mien Trung,05/06/2022,0,1,1,1,6236,98.66,NULL,NULL,0.598055556,90.91,0,0.03,0.18,100,100,NULL,NULL,NULL,NULL
2022060501,99.92,99.89,15064.3,0.08,Mien Trung,05/06/2022,1,1,1,1,6240,98.6,NULL,NULL,0.543055556,98.72,5.06,0.03,0.09,100,0,NULL,NULL,NULL,NULL
2022060502,99.79,99.95,9732.2,0.07,Mien Trung,05/06/2022,2,1,1,1,6237,98.53,NULL,NULL,0.406111111,100,2.56,0,0.06,100,0,NULL,NULL,NULL,NULL
2022060503,99.94,99.9,8187,0.07,Mien Trung,05/06/2022,3,1,1,1,6223,98.48,NULL,NULL,0.452222222,100,0,0.02,0.04,100,100,NULL,NULL,NULL,NULL
2022060504,99.93,99.94,9224.2,0.08,Mien Trung,05/06/2022,4,1,1,1,6232,98.69,NULL,NULL,0.9025,100,0,0,0.02,100,100,NULL,NULL,NULL,NULL
2022060505,99.9,99.94,20401.5,0.11,Mien Trung,05/06/2022,5,1,1,1,6236,98.82,NULL,NULL,2.196944444,97.21,0,0.02,0.04,96.51,100,NULL,NULL,NULL,NULL
2022060506,99.7,99.95,36266,0.17,Mien Trung,05/06/2022,6,1,1,1,6231,98.99,NULL,NULL,5.498333333,95.98,1.41,0.03,0.06,97.56,0,NULL,NULL,NULL,NULL
2022060507,99.81,99.94,47094.6,0.2,Mien Trung,05/06/2022,7,1,1,1,6237,99.02,NULL,NULL,10.95972222,98.45,0.42,0.03,0.06,99.49,0,NULL,NULL,NULL,NULL
2022060508,99.84,99.93,55557.3,0.22,Mien Trung,05/06/2022,8,1,1,1,6241,99.01,NULL,NULL,14.1425,99.37,1.03,0.05,0.06,98.95,0,NULL,NULL,NULL,NULL
2022060509,99.88,99.93,61400.7,0.24,Mien Trung,05/06/2022,9,1,1,1,6230,98.95,NULL,NULL,16.95166667,98.2,1.28,0.06,0.2,98.24,0,NULL,NULL,NULL,NULL
2022060510,99.92,99.92,63428.5,0.24,Mien Trung,05/06/2022,10,1,1,1,6219,98.94,NULL,NULL,15.66805556,98.02,0.07,0.02,0.07,99.52,0,NULL,NULL,NULL,NULL
2022060511,99.75,99.92,64607.4,0.22,Mien Trung,05/06/2022,11,1,1,1,6223,98.89,NULL,NULL,11.09111111,96.69,0.95,0.05,0.09,99.56,0,NULL,NULL,NULL,NULL
2022060512,99.8,99.92,69883,0.19,Mien Trung,05/06/2022,12,1,1,1,6242,98.85,NULL,NULL,9.589166667,96.84,0.65,0.03,0.09,89.56,0,NULL,NULL,NULL,NULL
2022060513,99.89,99.92,62990.8,0.19,Mien Trung,05/06/2022,13,1,1,1,6222,98.9,NULL,NULL,7.724722222,96.7,0.59,0.01,0.06,98.13,0,NULL,NULL,NULL,NULL
2022060514,99.91,99.92,55593.8,0.21,Mien Trung,05/06/2022,14,1,1,1,6234,98.93,NULL,NULL,7.011944444,98.82,0.26,0.03,0.09,97.23,0,NULL,NULL,NULL,NULL
2022060515,99.86,99.93,57782.3,0.22,Mien Trung,05/06/2022,15,1,1,1,6241,98.96,NULL,NULL,12.9825,98.44,0.57,0.07,0.1,97.67,0,NULL,NULL,NULL,NULL
2022060516,99.88,99.93,52231,0.22,Mien Trung,05/06/2022,16,1,1,1,6233,98.95,NULL,NULL,14.27416667,98.49,0.96,0.03,0.09,99.16,0,NULL,NULL,NULL,NULL
2022060517,99.69,99.91,53480.3,0.2,Mien Trung,05/06/2022,17,1,1,1,6220,98.94,NULL,NULL,13.00861111,99.21,0.96,0.04,0.07,99.26,0,NULL,NULL,NULL,NULL
2022060518,99.68,99.92,56112.2,0.2,Mien Trung,05/06/2022,18,1,1,1,6241,98.89,NULL,NULL,15.27666667,98.11,0.16,0.03,0.07,98.6,0,NULL,NULL,NULL,NULL
2022060519,99.91,99.93,67426.6,0.21,Mien Trung,05/06/2022,19,1,1,1,6245,98.88,NULL,NULL,15.39555556,98.88,1.21,0.04,0.08,99.03,0,NULL,NULL,NULL,NULL
2022060520,99.92,99.9,87031.3,0.2,Mien Trung,05/06/2022,20,1,1,1,6235,98.78,NULL,NULL,9.774444444,99.42,0.23,0.04,0.05,100,0,NULL,NULL,NULL,NULL
2022060521,99.89,99.92,84934.4,0.18,Mien Trung,05/06/2022,21,1,1,1,6238,98.74,NULL,NULL,7.133333333,97.25,0.83,0.08,0.08,98.75,0,NULL,NULL,NULL,NULL
2022060522,99.94,99.91,66200.4,0.14,Mien Trung,05/06/2022,22,1,1,1,6230,98.83,NULL,NULL,5.106666667,100,0.42,0.03,0.07,99.6,0,NULL,NULL,NULL,NULL
2022060523,99.91,99.9,37847.4,0.1,Mien Trung,05/06/2022,23,1,1,1,6064,98.71,NULL,NULL,2.603888889,100,0,0.02,0.24,97.3,100,NULL,NULL,NULL,NULL
2022060600,99.92,99.89,23339.9,0.08,Mien Trung,06/06/2022,0,1,1,1,6238,98.57,NULL,NULL,0.786111111,98.75,1.22,0.01,0.07,100,0,NULL,NULL,NULL,NULL
2022060601,99.94,99.84,13565.7,0.07,Mien Trung,06/06/2022,1,1,1,1,6224,98.55,NULL,NULL,0.742222222,98.8,0,0,0.06,100,0,NULL,NULL,NULL,NULL
2022060602,99.93,99.92,8909.9,0.07,Mien Trung,06/06/2022,2,1,1,1,6231,98.59,NULL,NULL,0.286388889,100,0,0,0.03,100,100,NULL,NULL,NULL,NULL
2022060603,99.9,99.93,7477.5,0.07,Mien Trung,06/06/2022,3,1,1,1,6236,98.58,NULL,NULL,0.443888889,100,3.39,0,0.12,100,0,NULL,NULL,NULL,NULL
2022060604,99.94,99.91,8739.9,0.07,Mien Trung,06/06/2022,4,1,1,1,6227,98.79,NULL,NULL,0.656666667,100,1.18,0.01,0.03,100,0,NULL,NULL,NULL,NULL
2022060605,99.67,99.95,19164.4,0.11,Mien Trung,06/06/2022,5,1,1,1,6227,98.97,NULL,NULL,2.333888889,99.05,0,0,0.04,100,100,NULL,NULL,NULL,NULL
2022060606,99.33,99.94,36478,0.17,Mien Trung,06/06/2022,6,1,1,1,6225,99.09,NULL,NULL,7.674444444,99.68,1.48,0.01,0.05,99.52,0,NULL,NULL,NULL,NULL
2022060607,99.8,99.92,44873.5,0.2,Mien Trung,06/06/2022,7,1,1,1,6248,99.02,NULL,NULL,12.37361111,98.87,0.44,0.01,0.09,99.54,0,NULL,NULL,NULL,NULL
2022060608,99.88,99.92,49933.9,0.23,Mien Trung,06/06/2022,8,1,1,1,6233,98.97,NULL,NULL,18.98388889,99.17,0.58,0.09,0.14,97.41,0,NULL,NULL,NULL,NULL
2022060609,99.82,99.92,54387.4,0.24,Mien Trung,06/06/2022,9,1,1,1,6220,98.94,NULL,NULL,22.42916667,97.95,0.4,0.02,0.99,98.43,0,NULL,NULL,NULL,NULL
2022060610,99.89,99.92,58344.1,0.24,Mien Trung,06/06/2022,10,1,1,1,6223,98.93,NULL,NULL,20.53833333,98.49,0.41,0.02,0.06,99.21,0,NULL,NULL,NULL,NULL
2022060611,99.9,99.91,63902.9,0.23,Mien Trung,06/06/2022,11,1,1,1,6223,98.92,NULL,NULL,18.94916667,97.48,0.41,0.07,4.5,97.6,0,NULL,NULL,NULL,NULL
2022060612,99.9,99.9,68841.6,0.19,Mien Trung,06/06/2022,12,1,1,1,6237,98.86,NULL,NULL,9.068333333,96.53,1.17,0.05,0.08,98.98,0,NULL,NULL,NULL,NULL
2022060613,99.89,99.93,55501.5,0.19,Mien Trung,06/06/2022,13,1,1,1,6228,98.9,NULL,NULL,7.902222222,96.5,0.52,0.06,2.82,97.76,0,NULL,NULL,NULL,NULL
2022060614,99.9,99.91,54200,0.21,Mien Trung,06/06/2022,14,1,1,1,6229,98.91,NULL,NULL,17.09416667,98.9,1.19,0.04,0.08,99.6,0,NULL,NULL,NULL,NULL
