,DATETIME_ID,INIT_ERAB_SR,CSFB_SR,TRAFFIC4G,ERAB_DR,TTML,DATE,HOUR,ERAB_SR_Status,CSFB_SR_Status,ERAB_DR_Status,ENODEBS,INTRAFEQ_HO_SR,AVE_ERAB_NUM,MAX_ERAB_NUM,Data_VoLTE,VoLTE_ERAB_SR,VoLTE_ERAB_DR,VoLTE_Pkt_Lost_DL_DR,VoLTE_Pkt_Lost_UL_DR,VoLTE_IntraHO_SR,VoLTE_SRVCC_HO_SR,VoLTE_SRVCC_HO_Pre_SR,VoLTE_SRVCC_HO_Pre_SUCC,VoLTE_SRVCC_HO_Pre_ATT,VoLTE_SRVCC_HO_SR_2
413,2022061805,99.85,99.93,20119.6,0.12,Mien Trung,18/06/2022,05,1.0,1.0,1.0,6224,99.05,,,3.119166666666666,99.25,0.39,0.03,0.08,99.43,100.0,,,,
414,2022061806,99.88,99.93,36584.8,0.16,Mien Trung,18/06/2022,06,1.0,1.0,1.0,6231,99.1,,,8.399722222222225,98.68,0.15,0.01,0.14,99.45,0.0,,,,
415,2022061807,99.24,99.93,45961.9,0.21,Mien Trung,18/06/2022,07,1.0,1.0,1.0,6221,99.11,,,11.546388888888886,98.68,1.04,0.02,0.1,99.47,0.0,,,,
416,2022061808,99.82,99.93,51289.5,0.23,Mien Trung,18/06/2022,08,1.0,1.0,1.0,6227,99.08,,,16.342500000000012,98.92,0.68,0.02,0.11,99.55,0.0,,,,
417,2022061809,99.89,99.92,55758.8,0.25,Mien Trung,18/06/2022,09,1.0,1.0,1.0,6213,99.02,,,18.549722222222233,98.27,0.43,0.03,0.08,99.23,0.0,,,,
418,2022061810,99.84,99.91,56388.8,0.26,Mien Trung,18/06/2022,10,1.0,1.0,1.0,6223,98.99,,,20.147222222222236,99.74,0.78,0.05,0.06,99.74,0.0,,,,
419,2022061811,99.62,99.91,62454.1,0.24,Mien Trung,18/06/2022,11,1.0,1.0,1.0,6243,98.98,,,15.238611111111114,99.08,0.42,0.01,0.08,98.35,0.0,,,,
420,2022061812,99.47,99.92,67131.9,0.21,Mien Trung,18/06/2022,12,1.0,1.0,1.0,6228,98.96,,,9.29805555555556,98.53,0.73,0.03,0.08,99.32,0.0,,,,
421,2022061813,99.75,99.92,57566.3,0.21,Mien Trung,18/06/2022,13,1.0,1.0,1.0,6223,98.97,,,8.745277777777776,99.28,0.24,0.03,0.04,98.35,0.0,,,,
422,2022061814,99.85,99.93,55577.6,0.22,Mien Trung,18/06/2022,14,1.0,1.0,1.0,6216,98.96,,,11.166388888888891,96.88,0.76,0.04,0.16,98.15,0.0,,,,
423,2022061815,99.73,99.92,52403.1,0.23,Mien Trung,18/06/2022,15,1.0,1.0,1.0,6226,98.96,,,14.722222222222223,98.59,1.17,0.03,0.07,99.84,0.0,,,,
424,2022061816,99.93,99.93,52259.8,0.22,Mien Trung,18/06/2022,16,1.0,1.0,1.0,6222,99.02,,,17.00305555555556,98.92,1.02,0.06,0.08,98.66,0.0,,,,
425,2022061817,99.79,99.91,52286.3,0.21,Mien Trung,18/06/2022,17,1.0,1.0,1.0,6229,99.01,,,15.340277777777779,98.52,0.86,0.07,0.07,98.94,0.0,,,,
426,2022061818,99.59,99.92,58658.9,0.2,Mien Trung,18/06/2022,18,1.0,1.0,1.0,6226,98.94,,,16.54527777777778,97.21,0.54,0.02,0.06,99.39,0.0,,,,
427,2022061819,99.7,99.92,71474.8,0.21,Mien Trung,18/06/2022,19,1.0,1.0,1.0,6225,98.92,,,14.779166666666672,98.51,0.4,0.03,0.07,99.26,0.0,,,,
428,2022061820,99.87,99.92,81840.5,0.2,Mien Trung,18/06/2022,20,1.0,1.0,1.0,6218,98.82,,,14.480555555555565,99.3,0.7,0.05,0.13,99.78,0.0,,,,
429,2022061821,99.92,99.91,79496.5,0.18,Mien Trung,18/06/2022,21,1.0,1.0,1.0,6232,98.76,,,8.947500000000003,95.14,0.93,0.04,0.1,99.04,0.0,,,,
430,2022061822,99.94,99.93,62762.1,0.14,Mien Trung,18/06/2022,22,1.0,1.0,1.0,6231,98.81,,,5.635555555555559,97.86,0.49,0.07,0.16,98.08,100.0,,,,
431,2022061823,99.95,99.91,40584.7,0.1,Mien Trung,18/06/2022,23,1.0,1.0,1.0,6067,98.9,,,3.2525000000000013,100.0,0.0,0.0,0.03,98.99,100.0,,,,
432,2022061900,99.96,99.97,23502.2,0.08,Mien Trung,19/06/2022,00,1.0,1.0,1.0,6225,98.83,,,1.4919444444444443,100.0,0.0,0.01,0.06,100.0,100.0,,,,
433,2022061901,99.96,99.91,14581.9,0.07,Mien Trung,19/06/2022,01,1.0,1.0,1.0,6222,98.85,,,0.6044444444444443,100.0,2.53,0.14,1.02,100.0,0.0,,,,
434,2022061902,99.95,99.93,8849.5,0.06,Mien Trung,19/06/2022,02,1.0,1.0,1.0,6114,98.82,,,0.22138888888888886,96.43,0.0,0.0,0.02,100.0,100.0,,,,
435,2022061903,99.96,99.91,8074.3,0.06,Mien Trung,19/06/2022,03,1.0,1.0,1.0,6229,98.84,,,0.4744444444444445,100.0,0.0,0.01,0.02,100.0,100.0,,,,
436,2022061904,99.96,99.97,9302.0,0.07,Mien Trung,19/06/2022,04,1.0,1.0,1.0,6218,99.01,,,1.0827777777777778,100.0,0.0,0.02,0.08,100.0,100.0,,,,
437,2022061905,99.96,99.93,19459.9,0.1,Mien Trung,19/06/2022,05,1.0,1.0,1.0,6224,98.98,,,2.3599999999999994,98.35,0.42,0.01,0.08,100.0,0.0,,,,
438,2022061906,99.94,99.95,32612.5,0.16,Mien Trung,19/06/2022,06,1.0,1.0,1.0,6099,99.06,,,3.856388888888888,99.23,0.52,0.03,0.09,98.4,0.0,,,,
439,2022061907,99.93,99.94,45797.1,0.2,Mien Trung,19/06/2022,07,1.0,1.0,1.0,6236,99.09,,,10.85444444444445,99.3,1.13,0.06,0.09,99.2,0.0,,,,
440,2022061908,99.92,99.93,55733.9,0.22,Mien Trung,19/06/2022,08,1.0,1.0,1.0,6205,99.06,,,17.289444444444452,99.05,1.23,0.02,0.1,99.01,0.0,,,,
441,2022061909,99.92,99.93,60401.0,0.24,Mien Trung,19/06/2022,09,1.0,1.0,1.0,6224,99.04,,,17.544722222222227,98.4,0.82,0.02,0.05,99.55,0.0,,,,
442,2022061910,99.91,99.93,60841.1,0.24,Mien Trung,19/06/2022,10,1.0,1.0,1.0,6232,98.98,,,15.204444444444444,98.96,0.52,0.02,0.06,99.4,0.0,,,,
443,2022061911,99.74,99.93,62918.1,0.22,Mien Trung,19/06/2022,11,1.0,1.0,1.0,6224,98.99,,,11.11138888888889,99.03,0.36,0.03,0.09,98.47,0.0,,,,
444,2022061912,99.74,99.92,69061.4,0.2,Mien Trung,19/06/2022,12,1.0,1.0,1.0,6232,98.96,,,8.237777777777783,99.62,0.63,0.03,0.08,99.61,0.0,,,,
445,2022061913,99.83,99.93,58985.1,0.2,Mien Trung,19/06/2022,13,1.0,1.0,1.0,6225,98.95,,,7.603888888888889,98.99,0.15,0.03,0.07,93.88,0.0,,,,
446,2022061914,99.9,99.93,59071.5,0.21,Mien Trung,19/06/2022,14,1.0,1.0,1.0,6221,98.99,,,9.615000000000004,99.24,0.51,0.03,0.11,97.66,0.0,,,,
447,2022061915,99.89,99.93,54602.9,0.22,Mien Trung,19/06/2022,15,1.0,1.0,1.0,6225,99.0,,,14.179444444444446,99.4,0.9,0.04,0.07,99.16,0.0,,,,
448,2022061916,99.9,99.93,53442.7,0.22,Mien Trung,19/06/2022,16,1.0,1.0,1.0,6226,99.03,,,13.516388888888885,98.34,0.98,0.03,0.09,98.27,0.0,,,,
449,2022061917,99.89,99.92,52008.4,0.21,Mien Trung,19/06/2022,17,1.0,1.0,1.0,6231,99.0,,,15.590555555555556,98.98,0.39,0.04,0.07,99.78,0.0,,,,
450,2022061918,99.33,99.92,59492.2,0.2,Mien Trung,19/06/2022,18,1.0,1.0,1.0,6228,98.97,,,15.066944444444447,98.58,0.96,0.07,0.05,99.61,0.0,,,,
451,2022061919,99.76,99.92,70217.6,0.21,Mien Trung,19/06/2022,19,1.0,1.0,1.0,6229,98.92,,,14.103888888888891,97.45,0.87,0.08,0.15,99.04,0.0,,,,
452,2022061920,99.88,99.92,81935.6,0.2,Mien Trung,19/06/2022,20,1.0,1.0,1.0,6234,98.85,,,13.18833333333334,99.14,0.22,0.04,0.08,98.98,0.0,,,,
453,2022061921,99.91,99.9,78834.3,0.17,Mien Trung,19/06/2022,21,1.0,1.0,1.0,6224,98.83,,,8.908611111111114,98.14,0.71,0.06,0.07,99.41,0.0,,,,
454,2022061922,99.92,99.91,61030.1,0.13,Mien Trung,19/06/2022,22,1.0,1.0,1.0,6219,98.88,,,3.7386111111111116,98.59,0.0,0.04,0.06,100.0,100.0,,,,
455,2022061923,99.92,99.9,36180.3,0.1,Mien Trung,19/06/2022,23,1.0,1.0,1.0,6068,98.8,,,2.7274999999999996,98.62,0.0,0.0,0.06,99.0,100.0,,,,
456,2022062000,99.56,99.96,21272.6,0.08,Mien Trung,20/06/2022,00,1.0,1.0,1.0,6228,98.74,,,1.3230555555555557,99.07,0.92,0.03,0.09,97.92,0.0,,,,
457,2022062001,99.27,99.92,13092.3,0.08,Mien Trung,20/06/2022,01,1.0,1.0,1.0,6229,98.63,,,0.7144444444444444,99.02,0.0,0.01,0.02,100.0,100.0,,,,
458,2022062002,98.76,99.91,8955.9,0.08,Mien Trung,20/06/2022,02,-1.0,1.0,1.0,6230,98.61,,,0.4808333333333332,98.04,2.0,0.0,0.01,100.0,0.0,,,,
459,2022062003,98.68,105.7,7464.5,0.08,Mien Trung,20/06/2022,03,-1.0,1.0,1.0,6231,98.88,,,0.2908333333333334,100.0,0.0,0.03,0.1,100.0,100.0,,,,
460,2022062004,98.71,99.92,8672.1,0.08,Mien Trung,20/06/2022,04,-1.0,1.0,1.0,6217,98.91,,,0.6727777777777777,100.0,0.0,0.0,0.04,100.0,100.0,,,,
461,2022062005,98.97,99.92,18415.4,0.11,Mien Trung,20/06/2022,05,-1.0,1.0,1.0,6223,99.06,,,2.1286111111111112,97.36,0.48,0.16,0.03,95.92,0.0,,,,
462,2022062006,99.57,99.94,35307.7,0.16,Mien Trung,20/06/2022,06,1.0,1.0,1.0,6233,99.11,,,6.497777777777777,99.03,0.49,0.01,0.06,99.46,0.0,,,,
463,2022062007,99.87,99.93,42638.1,0.2,Mien Trung,20/06/2022,07,1.0,1.0,1.0,6225,99.1,,,11.510000000000002,98.62,0.75,0.03,0.04,99.13,0.0,,,,
464,2022062008,99.89,99.92,48283.8,0.22,Mien Trung,20/06/2022,08,1.0,1.0,1.0,6215,99.04,,,19.82500000000001,99.31,0.51,0.02,0.23,99.54,0.0,,,,
465,2022062009,99.89,99.92,52087.0,0.25,Mien Trung,20/06/2022,09,1.0,1.0,1.0,6220,98.99,,,25.369166666666676,99.5,0.28,0.07,0.08,99.48,0.0,,,,
466,2022062010,99.9,99.92,56220.2,0.25,Mien Trung,20/06/2022,10,1.0,1.0,1.0,6224,99.04,,,22.11722222222222,99.24,0.19,0.04,0.06,99.88,0.0,,,,
467,2022062011,99.84,99.91,62861.1,0.24,Mien Trung,20/06/2022,11,1.0,1.0,1.0,6227,99.04,,,19.363888888888894,99.48,0.65,0.02,0.06,99.87,0.0,,,,
468,2022062012,99.89,99.92,68725.7,0.19,Mien Trung,20/06/2022,12,1.0,1.0,1.0,6241,98.99,,,10.993611111111116,99.41,0.6,0.02,0.05,99.77,0.0,,,,
469,2022062013,99.92,99.93,54951.4,0.19,Mien Trung,20/06/2022,13,1.0,1.0,1.0,6234,99.04,,,10.961111111111114,99.56,0.11,0.02,0.08,98.3,0.0,,,,
470,2022062014,99.92,99.92,53101.4,0.22,Mien Trung,20/06/2022,14,1.0,1.0,1.0,6235,99.05,,,16.716666666666665,99.53,0.39,0.02,0.06,99.5,0.0,,,,
471,2022062015,99.85,99.92,52083.9,0.22,Mien Trung,20/06/2022,15,1.0,1.0,1.0,6227,99.08,,,19.564722222222233,98.37,0.53,0.05,0.06,99.45,0.0,,,,
472,2022062016,99.91,99.91,49631.6,0.22,Mien Trung,20/06/2022,16,1.0,1.0,1.0,6228,99.12,,,23.67833333333334,99.24,0.41,0.02,0.06,99.8,0.0,,,,
473,2022062017,99.92,99.91,51788.7,0.2,Mien Trung,20/06/2022,17,1.0,1.0,1.0,6227,99.15,,,17.50444444444445,98.27,0.36,0.03,0.09,99.12,0.0,,,,
474,2022062018,99.91,99.91,56213.2,0.2,Mien Trung,20/06/2022,18,1.0,1.0,1.0,6235,99.11,,,16.423333333333343,98.39,0.39,0.11,0.1,99.45,0.0,,,,
475,2022062019,99.89,99.92,71790.0,0.2,Mien Trung,20/06/2022,19,1.0,1.0,1.0,6249,99.09,,,15.561944444444444,98.6,0.53,0.01,0.07,99.46,0.0,,,,
476,2022062020,99.83,99.93,84462.6,0.2,Mien Trung,20/06/2022,20,1.0,1.0,1.0,6238,99.01,,,12.504444444444452,99.12,0.67,0.02,0.08,99.41,0.0,,,,
477,2022062021,99.91,99.91,78781.1,0.18,Mien Trung,20/06/2022,21,1.0,1.0,1.0,6214,98.98,,,8.062222222222221,98.44,1.4,0.03,0.04,96.82,0.0,,,,
478,2022062022,99.93,99.9,63175.6,0.13,Mien Trung,20/06/2022,22,1.0,1.0,1.0,6231,99.04,,,4.7027777777777775,98.15,0.0,0.02,0.14,100.0,100.0,,,,
479,2022062023,99.92,99.89,35990.6,0.11,Mien Trung,20/06/2022,23,1.0,1.0,1.0,6072,99.0,,,3.306666666666668,95.12,1.65,0.08,0.3,100.0,0.0,,,,
480,2022062100,99.95,99.93,22005.4,0.08,Mien Trung,21/06/2022,00,1.0,1.0,1.0,6233,99.0,,,0.5761111111111111,100.0,1.03,0.49,0.05,100.0,100.0,,,,
481,2022062101,99.93,99.85,13674.4,0.07,Mien Trung,21/06/2022,01,1.0,1.0,1.0,6243,99.05,,,0.41361111111111115,100.0,0.0,0.0,0.06,89.19,100.0,,,,
482,2022062102,99.95,99.91,9278.4,0.07,Mien Trung,21/06/2022,02,1.0,1.0,1.0,6234,99.0,,,0.5266666666666667,100.0,0.0,0.02,0.03,100.0,100.0,,,,
483,2022062103,99.96,99.92,7685.5,0.06,Mien Trung,21/06/2022,03,1.0,1.0,1.0,6235,99.0,,,0.6816666666666665,94.92,0.0,0.03,0.07,100.0,100.0,,,,
484,2022062104,99.95,99.93,9017.1,0.08,Mien Trung,21/06/2022,04,1.0,1.0,1.0,6223,99.06,,,1.3930555555555553,100.0,1.72,0.05,0.05,100.0,0.0,,,,
485,2022062105,99.95,99.96,18885.5,0.11,Mien Trung,21/06/2022,05,1.0,1.0,1.0,6211,99.06,,,2.486111111111111,99.24,1.14,0.02,0.04,100.0,0.0,,,,
486,2022062106,99.87,99.93,35743.1,0.16,Mien Trung,21/06/2022,06,1.0,1.0,1.0,6221,99.17,,,5.804166666666666,99.34,0.17,0.01,0.03,100.0,0.0,,,,
487,2022062107,99.92,99.93,44423.9,0.19,Mien Trung,21/06/2022,07,1.0,1.0,1.0,6232,99.2,,,12.297500000000003,99.02,0.36,0.05,1.34,99.82,0.0,,,,
488,2022062108,99.94,99.92,50798.3,0.22,Mien Trung,21/06/2022,08,1.0,1.0,1.0,6237,99.13,,,18.886944444444456,99.07,0.88,0.04,0.12,99.23,0.0,,,,
489,2022062109,99.9,99.91,53949.9,0.25,Mien Trung,21/06/2022,09,1.0,1.0,1.0,6236,99.09,,,21.732777777777788,98.75,0.19,0.05,0.12,98.34,0.0,,,,
490,2022062110,99.91,99.92,58273.2,0.24,Mien Trung,21/06/2022,10,1.0,1.0,1.0,6243,99.07,,,23.31944444444445,99.02,0.49,0.04,0.09,96.42,0.0,,,,
491,2022062111,99.92,99.92,62862.7,0.23,Mien Trung,21/06/2022,11,1.0,1.0,1.0,6226,99.06,,,19.401388888888892,98.68,0.49,0.04,0.12,99.39,0.0,,,,
492,2022062112,99.92,99.92,68663.6,0.19,Mien Trung,21/06/2022,12,1.0,1.0,1.0,6227,98.98,,,9.132222222222223,98.34,1.8,0.05,0.14,99.65,0.0,,,,
493,2022062113,99.89,99.93,57561.0,0.18,Mien Trung,21/06/2022,13,1.0,1.0,1.0,6225,99.05,,,9.095833333333333,98.21,1.13,0.05,0.08,98.83,0.0,,,,
494,2022062114,99.89,99.92,51479.6,0.21,Mien Trung,21/06/2022,14,1.0,1.0,1.0,6217,99.04,,,16.24694444444445,99.85,0.46,0.03,0.05,99.67,0.0,,,,
495,2022062115,99.92,99.92,53185.1,0.22,Mien Trung,21/06/2022,15,1.0,1.0,1.0,6231,99.08,,,17.122222222222234,99.37,0.64,0.05,0.07,99.43,0.0,,,,
496,2022062116,99.92,99.91,50203.2,0.22,Mien Trung,21/06/2022,16,1.0,1.0,1.0,6208,99.1,,,18.201388888888896,98.65,0.61,0.03,0.07,99.74,0.0,,,,
497,2022062117,99.9,99.92,48962.8,0.21,Mien Trung,21/06/2022,17,1.0,1.0,1.0,6227,99.12,,,18.314722222222226,98.45,0.83,0.08,0.09,100.0,0.0,,,,
498,2022062118,99.82,99.92,56983.4,0.19,Mien Trung,21/06/2022,18,1.0,1.0,1.0,6234,99.11,,,18.4025,99.08,0.78,0.05,0.06,99.4,0.0,,,,
499,2022062119,99.78,99.91,69883.3,0.2,Mien Trung,21/06/2022,19,1.0,1.0,1.0,6238,99.08,,,14.447499999999998,99.07,0.37,0.02,0.06,99.27,0.0,,,,
500,2022062120,99.8,99.92,83100.3,0.19,Mien Trung,21/06/2022,20,1.0,1.0,1.0,6235,98.98,,,12.135833333333345,98.69,0.24,0.17,0.11,98.97,0.0,,,,
501,2022062121,99.87,99.9,80864.4,0.17,Mien Trung,21/06/2022,21,1.0,1.0,1.0,6230,98.98,,,8.747500000000004,99.65,0.51,0.04,0.06,99.64,100.0,,,,
502,2022062122,99.94,99.87,62838.4,0.14,Mien Trung,21/06/2022,22,1.0,1.0,1.0,6236,99.02,,,3.2763888888888903,100.0,0.44,0.17,0.16,98.8,100.0,,,,
503,2022062123,99.94,99.9,36112.7,0.1,Mien Trung,21/06/2022,23,1.0,1.0,1.0,6034,98.99,,,1.7147222222222225,100.0,0.0,0.04,0.08,100.0,100.0,,,,
504,2022062200,99.96,99.92,21933.5,0.08,Mien Trung,22/06/2022,00,1.0,1.0,1.0,6217,99.0,,,0.7413888888888889,100.0,0.0,0.02,0.03,100.0,100.0,,,,
505,2022062201,99.95,99.91,13653.7,0.07,Mien Trung,22/06/2022,01,1.0,1.0,1.0,6223,98.86,,,0.24472222222222223,100.0,0.0,0.0,0.02,100.0,100.0,,,,
506,2022062202,99.96,99.97,9215.1,0.07,Mien Trung,22/06/2022,02,1.0,1.0,1.0,6220,98.89,,,0.29388888888888887,100.0,0.0,0.01,0.03,100.0,100.0,,,,
507,2022062203,99.96,99.92,7769.6,0.07,Mien Trung,22/06/2022,03,1.0,1.0,1.0,6219,98.95,,,0.9099999999999999,100.0,0.0,0.01,0.05,100.0,100.0,,,,
508,2022062204,99.96,99.94,9299.6,0.07,Mien Trung,22/06/2022,04,1.0,1.0,1.0,6211,99.09,,,0.7086111111111111,98.1,0.0,0.03,0.04,100.0,100.0,,,,
509,2022062205,99.95,99.94,18769.4,0.11,Mien Trung,22/06/2022,05,1.0,1.0,1.0,6233,99.07,,,2.1125,99.44,0.0,0.0,0.02,100.0,100.0,,,,
510,2022062206,99.63,99.93,36390.9,0.16,Mien Trung,22/06/2022,06,1.0,1.0,1.0,6219,99.19,,,4.994722222222222,99.8,0.6,0.03,0.06,99.57,0.0,,,,
511,2022062207,99.84,99.93,45057.5,0.19,Mien Trung,22/06/2022,07,1.0,1.0,1.0,6218,99.2,,,11.623888888888892,98.72,0.66,0.09,0.21,99.83,0.0,,,,
512,2022062208,99.92,99.92,48729.8,0.23,Mien Trung,22/06/2022,08,1.0,1.0,1.0,6219,99.14,,,22.055555555555564,99.42,0.64,0.06,0.1,99.78,0.0,,,,
513,2022062209,99.9,99.92,54703.7,0.24,Mien Trung,22/06/2022,09,1.0,1.0,1.0,6226,99.09,,,22.96083333333334,99.49,0.35,0.02,0.06,99.26,0.0,,,,
514,2022062210,99.89,99.91,56229.5,0.24,Mien Trung,22/06/2022,10,1.0,1.0,1.0,6219,99.07,,,20.50694444444446,99.18,0.69,0.03,0.07,99.47,0.0,,,,
515,2022062211,99.83,94.34,61181.0,0.23,Mien Trung,22/06/2022,11,1.0,-2.0,1.0,6223,99.04,,,18.280833333333337,99.0,0.7,0.03,0.12,99.69,0.0,,,,
516,2022062212,99.87,99.92,67532.4,0.19,Mien Trung,22/06/2022,12,1.0,1.0,1.0,6242,98.98,,,8.94,99.12,0.29,0.02,0.07,99.69,0.0,,,,
517,2022062213,99.87,99.93,54377.1,0.19,Mien Trung,22/06/2022,13,1.0,1.0,1.0,6217,99.03,,,7.77138888888889,99.11,0.31,0.07,0.06,99.61,0.0,,,,
518,2022062214,99.84,99.92,52402.8,0.22,Mien Trung,22/06/2022,14,1.0,1.0,1.0,6221,99.06,,,15.178611111111113,99.27,1.19,0.02,0.11,100.0,0.0,,,,
519,2022062215,99.86,99.92,50168.3,0.22,Mien Trung,22/06/2022,15,1.0,1.0,1.0,6208,99.07,,,16.35111111111111,98.74,0.59,0.04,2.11,99.81,0.0,,,,
520,2022062216,99.92,99.93,50483.6,0.22,Mien Trung,22/06/2022,16,1.0,1.0,1.0,6229,99.12,,,18.975833333333345,98.59,0.41,0.04,0.09,99.68,0.0,,,,
521,2022062217,99.84,99.91,51310.1,0.21,Mien Trung,22/06/2022,17,1.0,1.0,1.0,6227,99.11,,,16.865277777777784,98.19,0.29,0.06,0.08,99.52,0.0,,,,
522,2022062218,99.79,99.91,60754.4,0.2,Mien Trung,22/06/2022,18,1.0,1.0,1.0,6215,99.1,,,15.038333333333334,99.16,1.45,0.08,0.07,99.21,0.0,,,,
523,2022062219,99.87,99.92,74143.4,0.2,Mien Trung,22/06/2022,19,1.0,1.0,1.0,6226,99.07,,,17.85555555555556,99.13,1.2,0.04,0.06,99.53,0.0,,,,
524,2022062220,99.59,99.92,83635.6,0.19,Mien Trung,22/06/2022,20,1.0,1.0,1.0,6214,98.96,,,11.357777777777788,97.3,1.25,0.06,0.07,97.75,0.0,,,,
525,2022062221,99.72,99.9,78880.6,0.17,Mien Trung,22/06/2022,21,1.0,1.0,1.0,6217,98.9,,,7.508888888888891,98.88,0.48,0.04,12.18,99.34,0.0,,,,
526,2022062222,99.8,99.89,59680.6,0.13,Mien Trung,22/06/2022,22,1.0,1.0,1.0,6228,98.96,,,6.02666666666667,99.46,0.27,0.01,0.06,100.0,0.0,,,,
527,2022062223,99.88,99.89,34073.0,0.1,Mien Trung,22/06/2022,23,1.0,1.0,1.0,6055,98.95,,,3.454166666666666,100.0,0.0,0.0,0.04,100.0,100.0,,,,
528,2022062300,99.9,99.83,21302.5,0.07,Mien Trung,23/06/2022,00,1.0,1.0,1.0,6223,98.96,,,1.2458333333333333,98.97,0.0,0.2,0.09,100.0,100.0,,,,
529,2022062301,99.94,99.92,13027.2,0.06,Mien Trung,23/06/2022,01,1.0,1.0,1.0,6229,98.95,,,0.6880555555555555,100.0,2.44,0.05,0.03,100.0,0.0,,,,
530,2022062302,99.91,99.92,8841.5,0.06,Mien Trung,23/06/2022,02,1.0,1.0,1.0,6219,98.81,,,0.5238888888888888,98.44,0.0,0.0,0.01,100.0,100.0,,,,
531,2022062303,99.95,99.94,7546.6,0.06,Mien Trung,23/06/2022,03,1.0,1.0,1.0,6219,98.93,,,0.8408333333333334,100.0,0.0,0.0,0.04,100.0,100.0,,,,
532,2022062304,99.79,99.94,9059.2,0.07,Mien Trung,23/06/2022,04,1.0,1.0,1.0,6209,98.97,,,0.9338888888888889,99.13,4.42,0.16,0.02,100.0,0.0,,,,
533,2022062305,99.79,99.93,19144.5,0.1,Mien Trung,23/06/2022,05,1.0,1.0,1.0,6231,99.11,,,1.5350000000000001,99.43,0.0,0.0,0.03,100.0,100.0,,,,
534,2022062306,99.84,99.94,37016.9,0.15,Mien Trung,23/06/2022,06,1.0,1.0,1.0,6230,99.19,,,6.112500000000002,98.25,0.2,0.05,0.05,100.0,0.0,,,,
535,2022062307,99.91,99.91,44297.8,0.19,Mien Trung,23/06/2022,07,1.0,1.0,1.0,6222,99.17,,,11.294722222222228,98.51,0.3,0.03,0.08,100.0,0.0,,,,
536,2022062308,99.92,99.91,49604.2,0.22,Mien Trung,23/06/2022,08,1.0,1.0,1.0,6223,99.13,,,19.329722222222223,99.61,0.8,0.05,0.08,99.62,0.0,,,,
537,2022062309,99.91,99.92,53295.7,0.24,Mien Trung,23/06/2022,09,1.0,1.0,1.0,6240,99.08,,,22.154444444444444,98.68,0.23,0.05,0.09,99.47,0.0,,,,
538,2022062310,99.87,99.91,57167.7,0.26,Mien Trung,23/06/2022,10,1.0,1.0,1.0,6223,99.03,,,19.82916666666667,98.96,1.05,0.04,0.08,99.29,0.0,,,,
539,2022062311,99.91,99.91,62879.6,0.24,Mien Trung,23/06/2022,11,1.0,1.0,1.0,6222,99.03,,,17.50722222222223,98.74,0.5,0.02,0.09,100.0,0.0,,,,
540,2022062312,99.89,99.91,69964.2,0.19,Mien Trung,23/06/2022,12,1.0,1.0,1.0,6226,98.97,,,11.880833333333339,99.51,0.74,0.04,0.07,98.44,0.0,,,,
541,2022062313,99.9,99.91,56424.8,0.19,Mien Trung,23/06/2022,13,1.0,1.0,1.0,6216,99.04,,,9.195,98.6,0.0,0.01,0.06,100.0,100.0,,,,
542,2022062314,99.89,99.92,52285.8,0.21,Mien Trung,23/06/2022,14,1.0,1.0,1.0,6222,99.06,,,15.55138888888889,99.4,0.44,0.03,0.08,99.85,0.0,,,,
543,2022062315,99.87,99.92,50971.4,0.22,Mien Trung,23/06/2022,15,1.0,1.0,1.0,6212,99.04,,,20.141666666666673,99.78,0.44,0.04,0.07,99.25,0.0,,,,
544,2022062316,99.87,99.92,53252.9,0.22,Mien Trung,23/06/2022,16,1.0,1.0,1.0,6212,99.08,,,19.422222222222224,99.45,0.28,0.06,0.14,99.36,0.0,,,,
545,2022062317,99.7,99.91,55799.1,0.21,Mien Trung,23/06/2022,17,1.0,1.0,1.0,6232,99.08,,,18.17777777777778,99.27,0.74,0.04,0.08,97.95,0.0,,,,
546,2022062318,99.87,99.91,64350.8,0.2,Mien Trung,23/06/2022,18,1.0,1.0,1.0,6228,99.06,,,14.07055555555556,99.34,1.0,0.05,0.07,99.83,0.0,,,,
547,2022062319,99.87,99.91,74296.5,0.2,Mien Trung,23/06/2022,19,1.0,1.0,1.0,6227,99.01,,,15.115555555555563,98.57,0.09,0.04,0.06,96.55,0.0,,,,
548,2022062320,99.79,99.9,85766.7,0.19,Mien Trung,23/06/2022,20,1.0,1.0,1.0,6227,98.93,,,12.427222222222229,99.15,0.36,0.06,7.95,98.62,0.0,,,,
549,2022062321,99.83,99.91,77310.3,0.18,Mien Trung,23/06/2022,21,1.0,1.0,1.0,6232,98.89,,,7.919166666666671,99.14,0.69,0.06,0.09,99.21,0.0,,,,
550,2022062322,99.86,99.88,59042.5,0.13,Mien Trung,23/06/2022,22,1.0,1.0,1.0,6234,98.93,,,3.293333333333333,100.0,1.42,0.05,0.1,100.0,0.0,,,,
551,2022062323,99.73,99.91,34823.9,0.1,Mien Trung,23/06/2022,23,1.0,1.0,1.0,6037,98.98,,,1.4097222222222223,98.47,0.78,0.07,0.22,97.62,0.0,,,,
552,2022062400,99.76,99.92,21105.4,0.08,Mien Trung,24/06/2022,00,1.0,1.0,1.0,6220,98.86,,,1.0691666666666666,98.63,1.41,0.43,0.08,100.0,100.0,,,,
