,DATETIME_ID,INIT_ERAB_SR,CSFB_SR,TRAFFIC4G,ERAB_DR,TTML,DATE,HOUR,ERAB_SR_Status,CSFB_SR_Status,ERAB_DR_Status,ENODEBS,INTRAFEQ_HO_SR,AVE_ERAB_NUM,MAX_ERAB_NUM,Data_VoLTE,VoLTE_ERAB_SR,VoLTE_ERAB_DR,VoLTE_Pkt_Lost_DL_DR,VoLTE_Pkt_Lost_UL_DR,VoLTE_IntraHO_SR,VoLTE_SRVCC_HO_SR,VoLTE_SRVCC_HO_Pre_SR,VoLTE_SRVCC_HO_Pre_SUCC,VoLTE_SRVCC_HO_Pre_ATT,VoLTE_SRVCC_HO_SR_2
0,2022060100,99.93,99.86,20271.0,0.08,Mien Trung,01/06/2022,00,1.0,1.0,1.0,6242,98.83,,,0.6658333333333335,100.0,0.0,0.01,0.04,93.33,100.0,,,,
1,2022060101,99.95,100.04,12370.9,0.07,Mien Trung,01/06/2022,01,1.0,1.0,1.0,6219,98.85,,,0.5569444444444445,100.0,0.0,0.0,0.06,100.0,100.0,,,,
2,2022060102,99.94,99.87,8802.8,0.07,Mien Trung,01/06/2022,02,1.0,1.0,1.0,6237,98.98,,,0.3111111111111111,100.0,3.23,0.0,0.02,100.0,0.0,,,,
3,2022060103,99.94,99.93,7432.5,0.07,Mien Trung,01/06/2022,03,1.0,1.0,1.0,6237,98.98,,,0.3758333333333333,100.0,0.0,0.0,0.02,100.0,100.0,,,,
4,2022060104,99.95,99.93,9067.6,0.07,Mien Trung,01/06/2022,04,1.0,1.0,1.0,6222,98.99,,,0.9208333333333334,100.0,0.0,0.01,0.02,100.0,100.0,,,,
5,2022060105,99.86,99.94,20396.2,0.11,Mien Trung,01/06/2022,05,1.0,1.0,1.0,6235,99.03,,,2.2666666666666666,98.43,0.8,0.01,0.02,100.0,0.0,,,,
6,2022060106,99.78,99.93,36687.0,0.16,Mien Trung,01/06/2022,06,1.0,1.0,1.0,6242,99.1,,,6.354166666666667,98.29,0.0,0.01,0.05,97.62,100.0,,,,
7,2022060107,99.86,99.92,43824.0,0.19,Mien Trung,01/06/2022,07,1.0,1.0,1.0,6227,99.06,,,12.54416666666667,99.54,0.47,0.02,0.06,98.83,0.0,,,,
8,2022060108,99.92,99.92,48470.7,0.22,Mien Trung,01/06/2022,08,1.0,1.0,1.0,6224,99.01,,,18.35333333333334,98.47,0.55,0.02,0.08,99.85,0.0,,,,
9,2022060109,99.93,99.91,54737.4,0.24,Mien Trung,01/06/2022,09,1.0,1.0,1.0,6227,98.98,,,23.00083333333334,98.59,0.59,0.03,0.08,99.09,0.0,,,,
10,2022060110,99.86,99.92,54497.8,0.25,Mien Trung,01/06/2022,10,1.0,1.0,1.0,6227,98.94,,,20.886388888888895,98.74,0.82,0.02,0.1,98.53,0.0,,,,
11,2022060111,99.91,99.92,62631.3,0.23,Mien Trung,01/06/2022,11,1.0,1.0,1.0,6228,98.91,,,19.629444444444456,98.58,0.39,0.04,0.08,99.65,0.0,,,,
12,2022060112,99.93,99.91,67505.6,0.19,Mien Trung,01/06/2022,12,1.0,1.0,1.0,6233,98.86,,,9.965555555555554,97.56,0.25,0.08,0.05,99.38,0.0,,,,
13,2022060113,99.87,99.93,55635.8,0.19,Mien Trung,01/06/2022,13,1.0,1.0,1.0,6256,98.92,,,10.070833333333336,99.16,1.68,0.04,0.06,99.17,0.0,,,,
14,2022060114,99.89,99.92,52004.6,0.21,Mien Trung,01/06/2022,14,1.0,1.0,1.0,6234,98.93,,,15.010277777777786,97.19,0.41,0.03,0.07,98.84,0.0,,,,
15,2022060115,99.85,99.92,49514.5,0.23,Mien Trung,01/06/2022,15,1.0,1.0,1.0,6227,98.96,,,19.62833333333333,97.03,0.2,0.02,0.05,99.84,0.0,,,,
16,2022060116,99.89,99.92,52280.0,0.22,Mien Trung,01/06/2022,16,1.0,1.0,1.0,6231,99.0,,,21.398611111111116,99.46,0.91,0.04,0.06,98.61,0.0,,,,
17,2022060117,99.66,99.91,52917.7,0.22,Mien Trung,01/06/2022,17,1.0,1.0,1.0,6252,99.0,,,19.226111111111116,99.23,0.71,0.04,0.07,99.66,0.0,,,,
18,2022060118,99.78,99.91,64029.9,0.2,Mien Trung,01/06/2022,18,1.0,1.0,1.0,6233,98.96,,,15.944722222222225,98.92,0.48,0.02,0.06,98.25,0.0,,,,
19,2022060119,99.75,99.92,77773.5,0.21,Mien Trung,01/06/2022,19,1.0,1.0,1.0,6250,98.93,,,14.711944444444452,98.87,0.26,0.03,0.1,99.63,0.0,,,,
20,2022060120,99.92,99.91,85336.6,0.2,Mien Trung,01/06/2022,20,1.0,1.0,1.0,6228,98.79,,,12.870555555555562,99.35,1.03,0.07,0.07,100.0,0.0,,,,
21,2022060121,99.93,99.92,77319.6,0.17,Mien Trung,01/06/2022,21,1.0,1.0,1.0,6246,98.81,,,8.084444444444447,98.52,0.56,0.03,0.21,97.46,0.0,,,,
22,2022060122,99.94,99.9,57866.1,0.12,Mien Trung,01/06/2022,22,1.0,1.0,1.0,6230,98.83,,,4.332222222222224,95.48,0.29,0.03,0.09,100.0,0.0,,,,
23,2022060123,99.81,99.92,34389.9,0.1,Mien Trung,01/06/2022,23,1.0,1.0,1.0,6073,98.79,,,1.7149999999999992,97.83,0.74,0.01,0.09,100.0,0.0,,,,
24,2022060200,99.75,99.89,20655.1,0.08,Mien Trung,02/06/2022,00,1.0,1.0,1.0,6239,98.72,,,0.9583333333333335,93.33,0.88,0.01,0.07,98.59,0.0,,,,
25,2022060201,99.74,99.88,12644.9,0.07,Mien Trung,02/06/2022,01,1.0,1.0,1.0,6228,98.7,,,0.40888888888888886,92.59,0.0,0.0,0.06,100.0,100.0,,,,
26,2022060202,99.65,99.9,9656.5,0.07,Mien Trung,02/06/2022,02,1.0,1.0,1.0,6238,98.64,,,0.4633333333333334,90.16,6.78,0.0,0.07,100.0,0.0,,,,
27,2022060203,99.72,99.89,7850.3,0.07,Mien Trung,02/06/2022,03,1.0,1.0,1.0,6235,98.69,,,0.5055555555555555,84.13,0.0,0.02,0.05,100.0,100.0,,,,
28,2022060204,99.64,99.94,9737.3,0.08,Mien Trung,02/06/2022,04,1.0,1.0,1.0,6238,98.77,,,0.8347222222222223,79.2,1.0,0.1,0.03,100.0,100.0,,,,
29,2022060205,99.25,99.94,20737.7,0.12,Mien Trung,02/06/2022,05,1.0,1.0,1.0,6227,98.9,,,2.3363888888888886,99.26,1.54,0.15,0.12,96.3,0.0,,,,
30,2022060206,99.54,99.93,37743.6,0.17,Mien Trung,02/06/2022,06,1.0,1.0,1.0,6237,99.05,,,7.441944444444445,98.13,0.44,0.03,0.05,99.19,0.0,,,,
31,2022060207,99.84,99.93,44402.2,0.2,Mien Trung,02/06/2022,07,1.0,1.0,1.0,6216,99.04,,,13.522777777777785,99.11,0.27,0.04,0.08,98.31,0.0,,,,
32,2022060208,99.8,99.92,49251.2,0.23,Mien Trung,02/06/2022,08,1.0,1.0,1.0,6212,98.98,,,19.985555555555564,98.8,0.43,0.02,0.23,99.73,0.0,,,,
33,2022060209,99.84,99.92,54998.0,0.24,Mien Trung,02/06/2022,09,1.0,1.0,1.0,6223,98.95,,,22.318055555555553,98.8,0.82,0.04,0.09,99.22,0.0,,,,
34,2022060210,99.86,99.92,56572.2,0.24,Mien Trung,02/06/2022,10,1.0,1.0,1.0,6234,98.92,,,23.599722222222226,98.05,0.66,0.05,0.08,98.53,0.0,,,,
35,2022060211,99.91,99.91,61674.3,0.24,Mien Trung,02/06/2022,11,1.0,1.0,1.0,6230,98.92,,,17.004444444444456,98.2,0.87,0.07,2.14,99.7,0.0,,,,
36,2022060212,99.87,99.92,68064.6,0.2,Mien Trung,02/06/2022,12,1.0,1.0,1.0,6238,98.82,,,9.587222222222223,98.48,0.33,0.02,0.05,97.77,0.0,,,,
37,2022060213,99.9,99.92,57304.8,0.19,Mien Trung,02/06/2022,13,1.0,1.0,1.0,6229,98.93,,,11.508055555555554,98.29,0.25,0.03,0.07,99.24,0.0,,,,
38,2022060214,99.92,99.93,48965.9,0.22,Mien Trung,02/06/2022,14,1.0,1.0,1.0,6197,98.91,,,18.021388888888893,97.91,0.3,0.01,0.06,99.43,0.0,,,,
39,2022060215,99.92,99.92,53256.8,0.23,Mien Trung,02/06/2022,15,1.0,1.0,1.0,6204,98.97,,,18.95000000000002,98.07,0.94,0.03,0.07,97.72,0.0,,,,
40,2022060216,99.93,99.92,51894.7,0.22,Mien Trung,02/06/2022,16,1.0,1.0,1.0,6234,99.0,,,20.8825,98.37,0.7,0.06,0.06,97.05,0.0,,,,
41,2022060217,99.92,99.92,53552.9,0.21,Mien Trung,02/06/2022,17,1.0,1.0,1.0,6234,99.02,,,20.968055555555566,99.06,0.51,0.04,0.09,99.26,0.0,,,,
42,2022060218,99.94,99.92,62858.5,0.2,Mien Trung,02/06/2022,18,1.0,1.0,1.0,6238,99.01,,,15.707777777777782,98.89,0.77,0.02,0.06,99.7,0.0,,,,
43,2022060219,99.94,99.92,74646.2,0.2,Mien Trung,02/06/2022,19,1.0,1.0,1.0,6247,98.99,,,16.04083333333334,97.8,0.65,0.03,0.07,99.64,0.0,,,,
44,2022060220,99.83,99.92,82091.7,0.19,Mien Trung,02/06/2022,20,1.0,1.0,1.0,6234,98.91,,,11.263333333333335,97.66,1.05,0.01,0.06,99.58,0.0,,,,
45,2022060221,99.92,99.91,78752.6,0.17,Mien Trung,02/06/2022,21,1.0,1.0,1.0,6237,98.89,,,8.73888888888889,96.62,0.78,0.05,0.13,99.48,0.0,,,,
46,2022060222,99.92,99.9,62276.3,0.14,Mien Trung,02/06/2022,22,1.0,1.0,1.0,6231,98.86,,,3.9411111111111126,96.98,0.0,0.04,0.11,98.73,100.0,,,,
47,2022060223,99.86,99.91,41313.6,0.11,Mien Trung,02/06/2022,23,1.0,1.0,1.0,6082,98.8,,,1.8366666666666667,100.0,1.39,0.01,0.05,98.89,100.0,,,,
48,2022060300,99.81,99.85,23636.5,0.08,Mien Trung,03/06/2022,00,1.0,1.0,1.0,6215,98.79,,,1.0102777777777778,100.0,1.89,0.02,0.03,100.0,0.0,,,,
49,2022060301,99.68,99.88,13441.2,0.07,Mien Trung,03/06/2022,01,1.0,1.0,1.0,6232,98.81,,,0.3986111111111112,95.92,0.0,0.17,0.03,96.67,100.0,,,,
50,2022060302,99.69,99.94,9439.1,0.08,Mien Trung,03/06/2022,02,1.0,1.0,1.0,6218,98.74,,,0.8319444444444444,100.0,0.0,0.0,0.04,100.0,100.0,,,,
51,2022060303,99.71,99.91,7849.0,0.08,Mien Trung,03/06/2022,03,1.0,1.0,1.0,6236,98.7,,,0.4238888888888889,100.0,3.33,0.0,0.04,100.0,0.0,,,,
52,2022060304,99.62,99.94,9690.7,0.08,Mien Trung,03/06/2022,04,1.0,1.0,1.0,6235,98.91,,,0.7416666666666665,100.0,0.0,0.01,0.02,100.0,100.0,,,,
53,2022060305,99.72,99.94,21968.8,0.12,Mien Trung,03/06/2022,05,1.0,1.0,1.0,6231,99.02,,,2.025,98.69,1.35,0.01,0.03,98.21,0.0,,,,
54,2022060306,99.54,99.94,37612.4,0.17,Mien Trung,03/06/2022,06,1.0,1.0,1.0,6240,99.06,,,5.9513888888888875,99.25,0.97,0.01,0.05,98.25,0.0,,,,
55,2022060307,99.91,99.93,45663.4,0.2,Mien Trung,03/06/2022,07,1.0,1.0,1.0,6239,99.07,,,13.68611111111111,97.52,0.44,0.03,0.05,98.72,0.0,,,,
56,2022060308,99.92,99.92,50891.8,0.23,Mien Trung,03/06/2022,08,1.0,1.0,1.0,6236,99.02,,,18.236388888888897,97.74,0.26,0.02,0.09,99.1,0.0,,,,
57,2022060309,99.9,99.92,55392.4,0.24,Mien Trung,03/06/2022,09,1.0,1.0,1.0,6238,98.97,,,23.265833333333347,99.3,0.35,0.02,0.07,99.61,0.0,,,,
58,2022060310,99.91,99.92,57741.7,0.25,Mien Trung,03/06/2022,10,1.0,1.0,1.0,6238,98.95,,,20.295000000000012,99.35,0.41,0.02,0.05,99.19,0.0,,,,
59,2022060311,99.89,99.92,60009.9,0.24,Mien Trung,03/06/2022,11,1.0,1.0,1.0,6240,98.93,,,17.09611111111111,98.18,0.93,0.05,0.12,99.23,0.0,,,,
60,2022060312,99.92,99.92,67379.0,0.2,Mien Trung,03/06/2022,12,1.0,1.0,1.0,6236,98.9,,,7.742222222222223,98.72,0.28,0.04,3.27,98.42,100.0,,,,
61,2022060313,99.91,99.93,56465.5,0.19,Mien Trung,03/06/2022,13,1.0,1.0,1.0,6232,98.9,,,7.4427777777777795,99.19,0.99,0.19,0.11,97.48,0.0,,,,
62,2022060314,99.92,99.92,56267.5,0.22,Mien Trung,03/06/2022,14,1.0,1.0,1.0,6242,98.94,,,14.096944444444452,98.44,1.0,0.02,0.07,99.55,0.0,,,,
63,2022060315,99.92,99.93,51795.8,0.23,Mien Trung,03/06/2022,15,1.0,1.0,1.0,6223,98.93,,,20.973055555555558,97.65,0.55,0.02,0.04,99.11,0.0,,,,
64,2022060316,99.92,99.92,54387.4,0.23,Mien Trung,03/06/2022,16,1.0,1.0,1.0,6215,98.98,,,17.907777777777785,98.69,0.9,0.01,0.11,98.2,0.0,,,,
65,2022060317,99.92,99.92,55614.1,0.22,Mien Trung,03/06/2022,17,1.0,1.0,1.0,6213,99.03,,,17.07305555555556,99.21,1.07,0.06,0.49,98.17,0.0,,,,
66,2022060318,99.93,99.93,59178.2,0.21,Mien Trung,03/06/2022,18,1.0,1.0,1.0,6223,98.98,,,15.522777777777783,98.59,0.56,0.09,0.07,98.68,0.0,,,,
67,2022060319,99.93,99.91,72326.6,0.2,Mien Trung,03/06/2022,19,1.0,1.0,1.0,6225,98.96,,,16.43277777777779,95.97,0.26,0.03,0.11,98.95,0.0,,,,
68,2022060320,99.93,99.92,83748.7,0.19,Mien Trung,03/06/2022,20,1.0,1.0,1.0,6232,98.89,,,12.45111111111112,98.04,1.2,0.15,0.08,96.21,0.0,,,,
69,2022060321,99.9,99.91,76049.7,0.18,Mien Trung,03/06/2022,21,1.0,1.0,1.0,6224,98.81,,,6.4236111111111125,99.81,0.39,0.03,0.11,99.6,0.0,,,,
70,2022060322,99.93,99.89,59469.4,0.13,Mien Trung,03/06/2022,22,1.0,1.0,1.0,6236,98.85,,,3.4113888888888884,96.77,0.0,0.02,0.07,98.75,100.0,,,,
71,2022060323,99.93,99.91,36464.1,0.1,Mien Trung,03/06/2022,23,1.0,1.0,1.0,6079,98.84,,,1.103888888888889,100.0,0.0,0.06,0.07,98.81,100.0,,,,
72,2022060400,99.88,99.91,21206.0,0.08,Mien Trung,04/06/2022,00,1.0,1.0,1.0,6236,98.72,,,0.6969444444444446,100.0,0.0,0.0,0.05,100.0,100.0,,,,
73,2022060401,99.7,99.95,12512.4,0.08,Mien Trung,04/06/2022,01,1.0,1.0,1.0,6232,98.75,,,0.21333333333333332,100.0,0.0,0.6,0.01,100.0,100.0,,,,
74,2022060402,99.74,99.94,9668.7,0.07,Mien Trung,04/06/2022,02,1.0,1.0,1.0,6231,98.75,,,0.37611111111111106,93.62,0.0,0.01,0.03,100.0,100.0,,,,
75,2022060403,99.73,99.92,7737.1,0.08,Mien Trung,04/06/2022,03,1.0,1.0,1.0,6234,98.76,,,0.47111111111111115,100.0,0.0,0.01,0.03,100.0,100.0,,,,
76,2022060404,99.84,99.93,9257.5,0.08,Mien Trung,04/06/2022,04,1.0,1.0,1.0,6228,98.71,,,0.5222222222222221,100.0,0.0,0.01,0.21,100.0,100.0,,,,
77,2022060405,99.82,99.94,21228.7,0.12,Mien Trung,04/06/2022,05,1.0,1.0,1.0,6228,98.99,,,2.3411111111111107,98.31,0.0,0.01,0.06,99.08,100.0,,,,
78,2022060406,99.34,99.93,37668.1,0.17,Mien Trung,04/06/2022,06,1.0,1.0,1.0,6219,99.08,,,6.992777777777777,97.06,1.5,0.05,0.08,98.62,0.0,,,,
79,2022060407,99.84,99.93,45173.9,0.2,Mien Trung,04/06/2022,07,1.0,1.0,1.0,6231,99.02,,,11.519999999999996,98.64,0.4,0.03,0.07,99.63,0.0,,,,
80,2022060408,99.82,99.93,52491.4,0.23,Mien Trung,04/06/2022,08,1.0,1.0,1.0,6230,99.01,,,18.48305555555556,98.85,0.18,0.04,0.1,98.92,0.0,,,,
81,2022060409,99.82,99.92,56748.8,0.25,Mien Trung,04/06/2022,09,1.0,1.0,1.0,6225,98.97,,,20.79583333333335,98.67,0.65,0.05,0.15,99.18,0.0,,,,
82,2022060410,99.85,99.92,59128.7,0.24,Mien Trung,04/06/2022,10,1.0,1.0,1.0,6236,98.94,,,17.41111111111111,97.32,1.27,0.03,0.08,97.61,0.0,,,,
83,2022060411,99.81,99.92,64444.3,0.24,Mien Trung,04/06/2022,11,1.0,1.0,1.0,6239,98.91,,,16.895555555555557,97.74,0.99,0.04,0.09,98.32,0.0,,,,
84,2022060412,99.87,99.92,69620.8,0.2,Mien Trung,04/06/2022,12,1.0,1.0,1.0,6225,98.83,,,10.287222222222223,95.43,0.75,0.02,0.04,95.81,0.0,,,,
85,2022060413,99.89,99.93,60858.9,0.19,Mien Trung,04/06/2022,13,1.0,1.0,1.0,6232,98.89,,,9.61111111111111,97.13,0.13,0.03,0.06,98.05,0.0,,,,
86,2022060414,99.87,99.92,54380.9,0.21,Mien Trung,04/06/2022,14,1.0,1.0,1.0,6225,98.9,,,15.806944444444452,96.26,0.0,0.03,0.05,99.06,0.0,,,,
87,2022060415,99.92,99.93,55979.8,0.22,Mien Trung,04/06/2022,15,1.0,1.0,1.0,6227,98.9,,,16.284444444444443,96.43,0.17,0.02,0.06,99.13,0.0,,,,
88,2022060416,99.9,99.91,51781.4,0.22,Mien Trung,04/06/2022,16,1.0,1.0,1.0,6234,98.93,,,17.01694444444445,99.31,0.63,0.03,0.06,99.84,0.0,,,,
89,2022060417,99.89,99.92,54123.4,0.21,Mien Trung,04/06/2022,17,1.0,1.0,1.0,6227,98.96,,,17.036666666666676,98.51,0.79,0.03,2.3,98.41,0.0,,,,
90,2022060418,99.81,99.91,59217.6,0.21,Mien Trung,04/06/2022,18,1.0,1.0,1.0,6229,98.89,,,15.188333333333336,98.79,0.08,0.03,0.08,98.39,100.0,,,,
91,2022060419,99.48,99.91,76238.7,0.21,Mien Trung,04/06/2022,19,1.0,1.0,1.0,6240,98.89,,,13.965000000000002,98.38,0.34,0.03,0.06,99.07,0.0,,,,
92,2022060420,99.85,99.92,80161.4,0.21,Mien Trung,04/06/2022,20,1.0,1.0,1.0,6236,98.74,,,12.415555555555567,98.4,0.46,0.04,0.05,98.39,0.0,,,,
93,2022060421,99.61,99.9,81204.4,0.19,Mien Trung,04/06/2022,21,1.0,1.0,1.0,6229,98.71,,,8.122222222222222,97.12,0.93,0.03,0.07,93.99,0.0,,,,
94,2022060422,99.93,99.89,64237.9,0.15,Mien Trung,04/06/2022,22,1.0,1.0,1.0,6223,98.76,,,4.661111111111113,99.29,0.7,0.03,0.06,98.56,0.0,,,,
95,2022060423,99.92,99.89,39682.0,0.11,Mien Trung,04/06/2022,23,1.0,1.0,1.0,6084,98.65,,,1.4088888888888889,95.83,0.0,0.01,0.05,98.46,100.0,,,,
96,2022060500,99.9,99.87,24740.9,0.09,Mien Trung,05/06/2022,00,1.0,1.0,1.0,6236,98.66,,,0.5980555555555553,90.91,0.0,0.03,0.18,100.0,100.0,,,,
97,2022060501,99.92,99.89,15064.3,0.08,Mien Trung,05/06/2022,01,1.0,1.0,1.0,6240,98.6,,,0.5430555555555555,98.72,5.06,0.03,0.09,100.0,0.0,,,,
98,2022060502,99.79,99.95,9732.2,0.07,Mien Trung,05/06/2022,02,1.0,1.0,1.0,6237,98.53,,,0.4061111111111111,100.0,2.56,0.0,0.06,100.0,0.0,,,,
99,2022060503,99.94,99.9,8187.0,0.07,Mien Trung,05/06/2022,03,1.0,1.0,1.0,6223,98.48,,,0.4522222222222222,100.0,0.0,0.02,0.04,100.0,100.0,,,,
100,2022060504,99.93,99.94,9224.2,0.08,Mien Trung,05/06/2022,04,1.0,1.0,1.0,6232,98.69,,,0.9025,100.0,0.0,0.0,0.02,100.0,100.0,,,,
101,2022060505,99.9,99.94,20401.5,0.11,Mien Trung,05/06/2022,05,1.0,1.0,1.0,6236,98.82,,,2.196944444444444,97.21,0.0,0.02,0.04,96.51,100.0,,,,
102,2022060506,99.7,99.95,36266.0,0.17,Mien Trung,05/06/2022,06,1.0,1.0,1.0,6231,98.99,,,5.498333333333333,95.98,1.41,0.03,0.06,97.56,0.0,,,,
103,2022060507,99.81,99.94,47094.6,0.2,Mien Trung,05/06/2022,07,1.0,1.0,1.0,6237,99.02,,,10.959722222222222,98.45,0.42,0.03,0.06,99.49,0.0,,,,
104,2022060508,99.84,99.93,55557.3,0.22,Mien Trung,05/06/2022,08,1.0,1.0,1.0,6241,99.01,,,14.142500000000007,99.37,1.03,0.05,0.06,98.95,0.0,,,,
105,2022060509,99.88,99.93,61400.7,0.24,Mien Trung,05/06/2022,09,1.0,1.0,1.0,6230,98.95,,,16.95166666666667,98.2,1.28,0.06,0.2,98.24,0.0,,,,
106,2022060510,99.92,99.92,63428.5,0.24,Mien Trung,05/06/2022,10,1.0,1.0,1.0,6219,98.94,,,15.668055555555569,98.02,0.07,0.02,0.07,99.52,0.0,,,,
107,2022060511,99.75,99.92,64607.4,0.22,Mien Trung,05/06/2022,11,1.0,1.0,1.0,6223,98.89,,,11.091111111111113,96.69,0.95,0.05,0.09,99.56,0.0,,,,
108,2022060512,99.8,99.92,69883.0,0.19,Mien Trung,05/06/2022,12,1.0,1.0,1.0,6242,98.85,,,9.589166666666666,96.84,0.65,0.03,0.09,89.56,0.0,,,,
109,2022060513,99.89,99.92,62990.8,0.19,Mien Trung,05/06/2022,13,1.0,1.0,1.0,6222,98.9,,,7.724722222222224,96.7,0.59,0.01,0.06,98.13,0.0,,,,
110,2022060514,99.91,99.92,55593.8,0.21,Mien Trung,05/06/2022,14,1.0,1.0,1.0,6234,98.93,,,7.011944444444447,98.82,0.26,0.03,0.09,97.23,0.0,,,,
111,2022060515,99.86,99.93,57782.3,0.22,Mien Trung,05/06/2022,15,1.0,1.0,1.0,6241,98.96,,,12.982499999999998,98.44,0.57,0.07,0.1,97.67,0.0,,,,
112,2022060516,99.88,99.93,52231.0,0.22,Mien Trung,05/06/2022,16,1.0,1.0,1.0,6233,98.95,,,14.274166666666671,98.49,0.96,0.03,0.09,99.16,0.0,,,,
113,2022060517,99.69,99.91,53480.3,0.2,Mien Trung,05/06/2022,17,1.0,1.0,1.0,6220,98.94,,,13.008611111111113,99.21,0.96,0.04,0.07,99.26,0.0,,,,
114,2022060518,99.68,99.92,56112.2,0.2,Mien Trung,05/06/2022,18,1.0,1.0,1.0,6241,98.89,,,15.276666666666673,98.11,0.16,0.03,0.07,98.6,0.0,,,,
115,2022060519,99.91,99.93,67426.6,0.21,Mien Trung,05/06/2022,19,1.0,1.0,1.0,6245,98.88,,,15.395555555555568,98.88,1.21,0.04,0.08,99.03,0.0,,,,
116,2022060520,99.92,99.9,87031.3,0.2,Mien Trung,05/06/2022,20,1.0,1.0,1.0,6235,98.78,,,9.774444444444448,99.42,0.23,0.04,0.05,100.0,0.0,,,,
117,2022060521,99.89,99.92,84934.4,0.18,Mien Trung,05/06/2022,21,1.0,1.0,1.0,6238,98.74,,,7.1333333333333355,97.25,0.83,0.08,0.08,98.75,0.0,,,,
118,2022060522,99.94,99.91,66200.4,0.14,Mien Trung,05/06/2022,22,1.0,1.0,1.0,6230,98.83,,,5.106666666666666,100.0,0.42,0.03,0.07,99.6,0.0,,,,
119,2022060523,99.91,99.9,37847.4,0.1,Mien Trung,05/06/2022,23,1.0,1.0,1.0,6064,98.71,,,2.60388888888889,100.0,0.0,0.02,0.24,97.3,100.0,,,,
120,2022060600,99.92,99.89,23339.9,0.08,Mien Trung,06/06/2022,00,1.0,1.0,1.0,6238,98.57,,,0.7861111111111111,98.75,1.22,0.01,0.07,100.0,0.0,,,,
121,2022060601,99.94,99.84,13565.7,0.07,Mien Trung,06/06/2022,01,1.0,1.0,1.0,6224,98.55,,,0.7422222222222221,98.8,0.0,0.0,0.06,100.0,0.0,,,,
122,2022060602,99.93,99.92,8909.9,0.07,Mien Trung,06/06/2022,02,1.0,1.0,1.0,6231,98.59,,,0.28638888888888886,100.0,0.0,0.0,0.03,100.0,100.0,,,,
123,2022060603,99.9,99.93,7477.5,0.07,Mien Trung,06/06/2022,03,1.0,1.0,1.0,6236,98.58,,,0.4438888888888889,100.0,3.39,0.0,0.12,100.0,0.0,,,,
124,2022060604,99.94,99.91,8739.9,0.07,Mien Trung,06/06/2022,04,1.0,1.0,1.0,6227,98.79,,,0.6566666666666667,100.0,1.18,0.01,0.03,100.0,0.0,,,,
125,2022060605,99.67,99.95,19164.4,0.11,Mien Trung,06/06/2022,05,1.0,1.0,1.0,6227,98.97,,,2.3338888888888887,99.05,0.0,0.0,0.04,100.0,100.0,,,,
126,2022060606,99.33,99.94,36478.0,0.17,Mien Trung,06/06/2022,06,1.0,1.0,1.0,6225,99.09,,,7.674444444444445,99.68,1.48,0.01,0.05,99.52,0.0,,,,
127,2022060607,99.8,99.92,44873.5,0.2,Mien Trung,06/06/2022,07,1.0,1.0,1.0,6248,99.02,,,12.373611111111114,98.87,0.44,0.01,0.09,99.54,0.0,,,,
128,2022060608,99.88,99.92,49933.9,0.23,Mien Trung,06/06/2022,08,1.0,1.0,1.0,6233,98.97,,,18.983888888888895,99.17,0.58,0.09,0.14,97.41,0.0,,,,
129,2022060609,99.82,99.92,54387.4,0.24,Mien Trung,06/06/2022,09,1.0,1.0,1.0,6220,98.94,,,22.429166666666685,97.95,0.4,0.02,0.99,98.43,0.0,,,,
130,2022060610,99.89,99.92,58344.1,0.24,Mien Trung,06/06/2022,10,1.0,1.0,1.0,6223,98.93,,,20.538333333333345,98.49,0.41,0.02,0.06,99.21,0.0,,,,
131,2022060611,99.9,99.91,63902.9,0.23,Mien Trung,06/06/2022,11,1.0,1.0,1.0,6223,98.92,,,18.94916666666667,97.48,0.41,0.07,4.5,97.6,0.0,,,,
132,2022060612,99.9,99.9,68841.6,0.19,Mien Trung,06/06/2022,12,1.0,1.0,1.0,6237,98.86,,,9.068333333333335,96.53,1.17,0.05,0.08,98.98,0.0,,,,
133,2022060613,99.89,99.93,55501.5,0.19,Mien Trung,06/06/2022,13,1.0,1.0,1.0,6228,98.9,,,7.902222222222222,96.5,0.52,0.06,2.82,97.76,0.0,,,,
134,2022060614,99.9,99.91,54200.0,0.21,Mien Trung,06/06/2022,14,1.0,1.0,1.0,6229,98.91,,,17.094166666666677,98.9,1.19,0.04,0.08,99.6,0.0,,,,
135,2022060615,99.9,99.92,50879.4,0.22,Mien Trung,06/06/2022,15,1.0,1.0,1.0,6213,98.93,,,18.240277777777788,96.67,0.63,0.03,0.07,98.47,0.0,,,,
136,2022060616,99.91,99.92,50661.9,0.22,Mien Trung,06/06/2022,16,1.0,1.0,1.0,6215,98.96,,,19.76777777777778,98.3,1.03,0.02,0.09,98.45,0.0,,,,
137,2022060617,99.92,99.91,49867.0,0.21,Mien Trung,06/06/2022,17,1.0,1.0,1.0,6225,98.97,,,17.381944444444454,99.06,0.24,0.08,0.13,98.7,0.0,,,,
138,2022060618,99.84,99.91,60299.1,0.2,Mien Trung,06/06/2022,18,1.0,1.0,1.0,6237,98.97,,,15.541666666666671,98.07,0.65,0.03,0.08,98.89,0.0,,,,
139,2022060619,99.91,99.91,75697.6,0.2,Mien Trung,06/06/2022,19,1.0,1.0,1.0,6238,98.94,,,14.876388888888899,98.61,1.05,0.03,0.1,100.0,0.0,,,,
